,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
1236,PacifiCorp,PAC,UT,Iron,N,37.88279535,-112.902113,N,12.47,System Impact,2015,N,N,Solar,3.0,Withdrawn,NRIS,363.58,0.0,10,15,2015,6,16
1237,PacifiCorp,PAC,UT,Cache,N,41.9579583,-111.7853444,N,12.5,System Impact,2015,N,N,Hydro,0.157,Withdrawn,NRIS,3216.75,957.05,12,9,2015,8,18
1238,PacifiCorp,PAC,UT,Weber,N,41.2432,-111.9461,N,12.47,Feasibility,2016,N,N,Solar,0.84,Operational,NRIS,154.22,0.0,3,3,2016,1,27
1239,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,46.0,Facility,2016,N,Y,Solar,20.0,Operational,ERIS,64.91,110.8,3,11,2015,7,8
1240,PacifiCorp,PAC,UT,Cache,N,41.923,-110.7955,N,12.47,Facility,2016,N,Y,Hydro,0.36,Operational,ERIS,451.73,0.0,9,27,2016,3,8
1241,PacifiCorp,PAC,UT,Salt Lake,N,40.556,-111.9379,N,12.5,Fast Track,2016,N,N,Gas,0.195,Operational,NRIS,49.47,0.0,7,7,2016,5,10
1242,PacifiCorp,PAC,UT,Washington,N,37.3384194,-113.2803306,Y,69.0,Facility,2016,N,N,Wind,16.0,Withdrawn,ERIS,151.43,35.4,3,14,2011,8,19
1243,PacifiCorp,PAC,UT,Salt Lake,N,40.5896,-111.91721,N,12.5,Facility,2016,N,N,Biogas,15.0,Withdrawn,ERIS,175.58,0.0,1,27,2014,10,15
1244,PacifiCorp,PAC,OR,Crook,N,44.2839,-120.8751,N,115.0,Facility,2016,N,Y,Solar,20.0,Withdrawn,NRIS,151.05,0.0,3,26,2014,10,17
1245,PacifiCorp,PAC,UT,Washington,N,37.6118,-113.6605,N,12.5,System Impact,2016,y,N,Solar,10.3,Withdrawn,NRIS,219.44,728.69,4,19,2015,3,26
1246,PacifiCorp,PAC,UT,Utah,N,40.3122,-111.6564,N,12.47,Facility,2016,N,Y,Hydro,11.5,Withdrawn,ERIS,183.24,0.0,2,15,2015,4,15
1247,PacifiCorp,PAC,OR,Jackson,N,42.3402,-122.924,Y,115.0,Facility,2016,N,N,Solar,10.0,Withdrawn,NRIS,882.3,43.83,1,6,2015,6,17
1248,PacifiCorp,PAC,UT,Cache,N,41.923,-110.7955,N,12.5,Facility,2016,N,N,Hydro,0.24,Withdrawn,NRIS,465.13,0.0,2,25,2015,7,28
1249,PacifiCorp,PAC,OR,Jackson,N,42.3356,-122.8883,N,12.47,Facility,2016,N,N,Solar,10.0,Withdrawn,NRIS,343.72,3.17,2,8,2015,8,17
1250,PacifiCorp,PAC,OR,Klamath,N,42.4524,-121.5059,N,12.0,Facility,2016,N,N,Solar,10.0,Withdrawn,NRIS,790.38,16.12,2,18,2015,8,17
1251,PacifiCorp,PAC,OR,Douglas,N,42.927286,-123.386805,N,12.0,System Impact,2016,N,N,Solar,2.976,Withdrawn,NRIS,839.59,0.0,1,26,2015,11,2
1252,PacifiCorp,PAC,UT,Salt Lake,N,40.7406694,-112.0351583,N,12.47,Facility,2016,N,N,Gas,3.2,Withdrawn,ERIS,34.88,90.87,5,4,2015,11,15
1253,PacifiCorp,PAC,OR,Douglas,N,42.921265,-123.386895,N,12.0,System Impact,2016,N,N,Solar,2.976,Withdrawn,NRIS,1527.75,78.26,2,29,2015,12,15
1254,PacifiCorp,PAC,OR,Klamath,N,42.2054111,-121.3939778,N,20.8,System Impact,2016,N,N,Solar,2.0,Withdrawn,NRIS,948.18,73.04,5,26,2016,2,12
1255,PacifiCorp,PAC,OR,Umatilla,N,45.6674361,-118.7568472,N,12.5,System Impact,2016,N,N,Solar,2.976,Withdrawn,NRIS,233.86,18523.76,7,12,2016,2,16
1256,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,115.0,Feasibility,2016,N,Y,Solar,40.0,Withdrawn,NRIS,97.82,0.0,9,13,2016,5,6
1257,PacifiCorp,PAC,OR,Umatilla,N,45.509075,-118.8274639,N,12.5,System Impact,2016,N,Y,Solar,6.0,Withdrawn,NRIS,505.1,9187.79,8,26,2016,5,12
1258,PacifiCorp,PAC,WA,Walla Walla,N,45.9029,-118.5882,N,230.0,Feasibility,2016,N,N,Solar,40.0,Withdrawn,ERIS,12.92,0.0,9,12,2016,5,20
1259,PacifiCorp,PAC,OR,Umatilla,N,45.633,-118.8151,N,12.47,Feasibility,2016,N,N,Hydro,2.0,Withdrawn,NRIS,999.17,227.4,9,29,2016,5,24
1260,PacifiCorp,PAC,OR,Klamath,N,42.2217056,-121.4577528,N,12.0,System Impact,2016,N,N,Solar,2.0,Withdrawn,NRIS,553.33,2533.76,8,25,2016,6,10
1261,PacifiCorp,PAC,OR,Klamath,N,42.2402556,-121.7536611,N,12.0,Facility,2016,N,N,Solar,9.0,Withdrawn,ERIS,329.23,0.0,11,28,2016,6,13
1262,PacifiCorp,PAC, WA,Walla Walla,N,46.077206,-118.284053,N,12.5,System Impact,2016,N,N,Solar,8.0,Withdrawn,NRIS,150.05,9397.73,11,15,2016,7,8
1263,PacifiCorp,PAC,OR,Klamath,N,42.436736,-121.23887,N,12.0,System Impact,2016,N,N,Solar,2.99,Withdrawn,NRIS,779.43,213.87,12,7,2016,7,21
1264,PacifiCorp,PAC, UT,Kane,N,37.0381,-111.6613,Y,230.0,System Impact,2016,N,N,Solar,240.0,Withdrawn,ERIS,22.44,67.99,7,27,2015,9,17
1265,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,230.0,Feasibility,2016,N,N,Storage,393.3,Withdrawn,ERIS,2.43,211.78,5,13,2015,9,24
1266,PacifiCorp,PAC,UT,Washington,N,37.3384194,-113.2803306,Y,69.0,Feasibility,2016,N,N,Wind,52.9,Withdrawn,ERIS,5.5,266.07,4,15,2015,10,28
1267,PacifiCorp,PAC,UT,Washington,N,37.4129,-113.6455,N,138.0,System Impact,2016,N,N,Solar,40.5,Withdrawn,ERIS,40.77,57.44,11,23,2016,3,4
1268,PacifiCorp,PAC,UT,Washington,N,37.4129,-113.6455,N,12.47,System Impact,2016,N,N,Solar,18.0,Withdrawn,ERIS,333.67,0.0,12,27,2016,3,14
1269,PacifiCorp,PAC,OR,Klamath,N,42.3871,-121.0132,N,115.0,System Impact,2016,N,N,Solar,53.4,Withdrawn,ERIS,15.98,1220.94,8,25,2016,3,18
1270,PacifiCorp,PAC,UT,Utah,N,39.845,-111.022,Y,138.0,System Impact,2016,N,N,Wind,175.0,Withdrawn,ERIS,13.74,75.15,12,6,2016,4,13
1271,PacifiCorp,PAC,OR,Lake,N,42.176,-120.3569,N,115.0,Feasibility,2016,N,N,Solar,55.0,Withdrawn,ERIS,15.56,56.58,8,26,2016,5,11
1272,PacifiCorp,PAC,OR,Lake,N,42.176,-120.3569,Y,115.0,Feasibility,2016,N,N,Solar,55.0,Withdrawn,ERIS,16.76,2.83,8,26,2016,5,11
1273,PacifiCorp,PAC,UT,Box Elder ,N,41.8152028,-112.0588972,N,138.0,Feasibility,2016,N,N,Solar,180.0,Withdrawn,ERIS,10.8,86.64,9,30,2016,5,25
1274,PacifiCorp,PAC, UT,Kane,N,37.0381,-111.6613,Y,230.0,System Impact,2016,N,N,Solar,240.0,Withdrawn,NRIS,22.44,2332.66,7,27,2015,9,17
1275,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,230.0,Feasibility,2016,N,N,Storage,393.3,Withdrawn,NRIS,2.43,1028.79,5,13,2015,9,24
1276,PacifiCorp,PAC,UT,Washington,N,37.3384194,-113.2803306,Y,69.0,Feasibility,2016,N,N,Wind,52.9,Withdrawn,NRIS,5.5,266.07,4,15,2015,10,28
1277,PacifiCorp,PAC,UT,Washington,N,37.4129,-113.6455,N,138.0,System Impact,2016,N,N,Solar,40.5,Withdrawn,NRIS,40.77,57.44,11,23,2016,3,4
1278,PacifiCorp,PAC,UT,Washington,N,37.4129,-113.6455,N,12.47,System Impact,2016,N,N,Solar,18.0,Withdrawn,NRIS,333.67,0.0,12,27,2016,3,14
1279,PacifiCorp,PAC,OR,Klamath,N,42.3871,-121.0132,N,115.0,System Impact,2016,N,N,Solar,53.4,Withdrawn,NRIS,15.98,1220.94,8,25,2016,3,18
1280,PacifiCorp,PAC,UT,Utah,N,39.845,-111.022,Y,138.0,System Impact,2016,N,N,Wind,175.0,Withdrawn,NRIS,13.74,75.15,12,6,2016,4,13
1281,PacifiCorp,PAC,OR,Lake,N,42.176,-120.3569,N,115.0,Feasibility,2016,N,N,Solar,55.0,Withdrawn,NRIS,15.56,56.58,8,26,2016,5,11
1282,PacifiCorp,PAC,OR,Lake,N,42.176,-120.3569,Y,115.0,Feasibility,2016,N,N,Solar,55.0,Withdrawn,NRIS,16.76,2.83,8,26,2016,5,11
1283,PacifiCorp,PAC,UT,Box Elder ,N,41.8152028,-112.0588972,N,138.0,Feasibility,2016,N,N,Solar,180.0,Withdrawn,NRIS,10.8,86.64,9,30,2016,5,25
1284,PacifiCorp,PAC,UT,Tooele,N,40.91374,-112.7377,N,138.0,Facility,2017,N,N,Solar,80.0,Active,ERIS,28.6,7.14,9,8,2016,8,1
1285,PacifiCorp,PAC,UT,Box Elder ,N,41.88629167,-112.1855167,Y,138.0,Facility,2017,N,N,Solar,80.0,Active,ERIS,13.95,116.07,8,11,2016,5,25
1286,PacifiCorp,PAC,OR,Klamath,N,42.1855583,-121.8754861,Y,230.0,Facility,2017,N,N,Solar,40.0,Suspended,NRIS,338.52,1.46,7,14,2016,5,6
1287,PacifiCorp,PAC,OR,Klamath ,N,42.064,-121.47,Y,230.0,Facility,2017,N,N,Wind,55.0,Suspended,NRIS,236.44,2.39,1,27,2015,11,11
1288,PacifiCorp,PAC,WY,Carbon,N,42.01105,-106.3787,N,230.0,Facility,2017,N,N,Wind,250.0,Operational,ERIS,14.95,0.0,3,3,2015,9,4
1289,PacifiCorp,PAC,UT,Washington,N,37.6118,-113.6605,N,138.0,Facility,2017,N,N,Solar,122.0,Operational,ERIS,7.9,99.29,8,22,2016,4,15
1290,PacifiCorp,PAC,WY,Natrona,N,42.8395,-106.373,N,12.5,Fast Track,2017,N,N,Gas,0.3,Operational,ERIS,20.31,0.0,7,6,2017,4,17
1291,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,138.0,Facility,2017,N,N,Solar,80.0,Operational,ERIS,36.27,21.87,10,6,2016,5,25
1292,PacifiCorp,PAC,UT,Emery ,N,39.3345,-110.9907,N,69.0,Facility,2017,N,N,Solar,40.0,Operational,ERIS,51.45,1.35,7,31,2016,5,25
1293,PacifiCorp,PAC,WY,Sweetwater,N,41.6662,-109.7129,N,34.5,Facility,2017,N,N,Solar,80.0,Operational,NRIS,41.99,15.05,9,14,2015,11,13
1294,PacifiCorp,PAC,UT,Tooele,N,40.5141,-112.3266,N,46.0,System Impact,2017,N,N,Storage,1.0,Operational,ERIS,16.25,0.0,5,17,2017,3,1
1295,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,34.5,Facility,2017,N,N,Solar,66.0,Withdrawn,ERIS,7.18,0.0,2,6,2016,1,28
1296,PacifiCorp,PAC,OR,Crook,N,44.2915,-121.0795,Y,115.0,Facility,2017,N,N,Solar,55.0,Withdrawn,ERIS,4.63,176.87,6,6,2016,5,11
1297,PacifiCorp,PAC,OR,Crook,N,44.2839,-120.8751,N,115.0,System Impact,2017,N,N,Solar,40.0,Withdrawn,NRIS,75.21,13.67,5,4,2016,5,27
1298,PacifiCorp,PAC,OR,Klamath,N,42.0090556,-121.6302194,N,12.0,Facility,2017,N,Y,Solar,9.0,Withdrawn,ERIS,391.28,25.88,2,16,2016,7,11
1299,PacifiCorp,PAC,OR,Crook,N,44.2839,-120.8751,N,115.0,System Impact,2017,N,N,Solar,40.6,Withdrawn,ERIS,52.39,4.6,2,15,2016,9,9
1300,PacifiCorp,PAC,OR,Crook,N,44.2839,-120.8751,N,115.0,System Impact,2017,N,N,Solar,55.0,Withdrawn,ERIS,22.06,0.0,2,15,2016,9,15
1301,PacifiCorp,PAC,OR,Sherman,N,45.6052667,-120.5374194,Y,69.0,System Impact,2017,N,N,Solar,10.0,Withdrawn,ERIS,263.74,56.59,10,12,2017,5,5
1302,PacifiCorp,PAC,OR,Umatilla,N,45.4940417,-118.8318722,Y,69.0,Feasibility,2017,N,N,Solar,10.0,Withdrawn,ERIS,177.09,37.1,7,18,2017,5,5
1303,PacifiCorp,PAC,OR,Wallowa,N,45.437832,-117.219854,N,20.8,Feasibility,2017,N,N,Solar,4.02,Withdrawn,NRIS,158.63,1058.89,9,8,2017,5,18
1304,PacifiCorp,PAC,UT,Tooele,N,40.577825,-112.3936,Y,46.0,System Impact,2017,N,N,Solar,10.0,Withdrawn,ERIS,97.35,769.57,11,1,2017,5,19
1305,PacifiCorp,PAC,OR,Umatilla,N,45.5419194,-118.8455611,Y,69.0,Feasibility,2017,N,N,Solar,60.0,Withdrawn,NRIS,154.21,544.19,9,15,2017,5,30
1306,PacifiCorp,PAC,OR,Douglas,N,42.9531,-123.2684,N,12.0,Feasibility,2017,N,N,Solar,20.0,Withdrawn,NRIS,71.89,0.0,8,16,2017,5,30
1307,PacifiCorp,PAC,OR,Jackson,N,42.466535,-122.74126,N,20.8,Feasibility,2017,N,N,Solar,13.0,Withdrawn,NRIS,123.21,238.4,8,28,2017,5,30
1308,PacifiCorp,PAC,OR,Wallowa,N,45.4377,-117.2851,Y,69.0,Feasibility,2017,N,N,Solar,20.0,Withdrawn,NRIS,132.75,4321.6,9,8,2017,6,15
1309,PacifiCorp,PAC,OR,Klamath,N,42.436736,-121.23887,N,12.0,System Impact,2017,N,N,Solar,6.0,Withdrawn,NRIS,488.32,1251.25,11,7,2017,6,23
1310,PacifiCorp,PAC,OR,Klamath,N,42.1663,-121.7873111,N,12.0,System Impact,2017,N,N,Solar,3.0,Withdrawn,ERIS,400.76,8.57,12,5,2017,7,27
1311,PacifiCorp,PAC,UT,San Juan,N,38.3002,-109.3173,N,69.0,Feasibility,2017,N,N,Solar,50.0,Withdrawn,ERIS,1.87,1187.12,8,17,2016,6,28
1312,PacifiCorp,PAC,UT,Iron,N,38.055,-112.7099,Y,345.0,Feasibility,2017,N,N,Solar,525.0,Withdrawn,ERIS,20.63,1139.88,7,19,2016,7,11
1313,PacifiCorp,PAC,UT,Iron,N,37.9451,-113.252,Y,345.0,Feasibility,2017,N,N,Solar,187.5,Withdrawn,ERIS,154.97,159.5,8,1,2016,7,11
1314,PacifiCorp,PAC,UT,Box Elder ,N,41.63065,-112.1975,Y,138.0,System Impact,2017,N,N,Solar,80.0,Withdrawn,ERIS,57.98,362.55,3,14,2016,8,4
1315,PacifiCorp,PAC,UT,Box Elder ,N,41.6211,-112.1701,N,12.47,System Impact,2017,N,N,Solar,12.0,Withdrawn,ERIS,208.96,0.0,4,20,2016,9,20
1316,PacifiCorp,PAC,UT,Box Elder ,N,41.8152028,-112.0588972,N,138.0,Feasibility,2017,N,N,Solar,80.0,Withdrawn,ERIS,384.18,0.0,6,27,2016,9,20
1317,PacifiCorp,PAC,UT,Tooele,N,40.577825,-112.3936,Y,46.0,Feasibility,2017,N,N,Solar,35.0,Withdrawn,ERIS,57.72,0.0,11,8,2017,5,19
1318,PacifiCorp,PAC,UT,San Juan,N,38.3002,-109.3173,N,69.0,Feasibility,2017,N,N,Solar,50.0,Withdrawn,NRIS,1.87,1825.36,8,17,2016,6,28
1319,PacifiCorp,PAC,UT,Iron,N,38.055,-112.7099,Y,345.0,Feasibility,2017,N,N,Solar,525.0,Withdrawn,NRIS,20.63,1150.19,7,19,2016,7,11
1320,PacifiCorp,PAC,UT,Iron,N,37.9451,-113.252,Y,345.0,Feasibility,2017,N,N,Solar,187.5,Withdrawn,NRIS,154.97,159.5,8,1,2016,7,11
1321,PacifiCorp,PAC,UT,Box Elder ,N,41.63065,-112.1975,Y,138.0,System Impact,2017,N,N,Solar,80.0,Withdrawn,NRIS,57.98,362.55,3,14,2016,8,4
1322,PacifiCorp,PAC,UT,Box Elder ,N,41.6211,-112.1701,N,12.47,System Impact,2017,N,N,Solar,12.0,Withdrawn,NRIS,208.96,0.0,4,20,2016,9,20
1323,PacifiCorp,PAC,UT,Box Elder ,N,41.8152028,-112.0588972,N,138.0,Feasibility,2017,N,N,Solar,80.0,Withdrawn,NRIS,384.18,0.0,6,27,2016,9,20
1324,PacifiCorp,PAC,UT,Tooele,N,40.577825,-112.3936,Y,46.0,Feasibility,2017,N,N,Solar,35.0,Withdrawn,NRIS,57.72,0.0,11,8,2017,5,19
1325,PacifiCorp,PAC,WY,Natrona,N,42.8723,-106.3598,N,230.0,Facility,2018,N,N,Solar,80.0,Active,NRIS,19.04,39.23,7,9,2016,8,4
1326,PacifiCorp,PAC,UT,Tooele,N,40.524,-112.2878,N,138.0,Facility,2018,N,N,Solar,75.0,Active,ERIS,12.53,0.0,2,23,2017,1,10
1327,PacifiCorp,PAC,WY,Fremont,N,43.084553,-108.489004,Y,230.0,Facility,2018,N,N,Solar Hybrid,74.9,Active,NRIS,11.1,158.32,8,7,2016,8,8
1328,PacifiCorp,PAC,UT,Summit ,N,41.1836,-111.047,Y,138.0,Facility,2018,N,N,Wind,100.0,Active,ERIS,8.74,106.3,7,16,2016,8,4
1329,PacifiCorp,PAC,WY,Natrona,N,43.045,-106.363,Y,230.0,Facility,2018,N,N,Wind,100.0,Active,ERIS,10.22,116.29,7,2,2016,8,4
1330,PacifiCorp,PAC,WY,Uinta,N,41.4291,-110.8122,Y,138.0,Facility,2018,N,N,Wind,120.0,Active,ERIS,20.77,72.65,7,6,2015,10,29
1331,PacifiCorp,PAC,WY,Converse,N,43.112999,-105.425,Y,230.0,Facility,2018,N,N,Wind,350.0,Active,ERIS,6.53,41.07,8,29,2015,10,12
1332,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,115.0,Facility,2018,N,N,Solar,63.5,Active,ERIS,19.05,5.15,6,15,2016,3,18
1335,PacifiCorp,PAC,OR,Crook,N,44.2615139,-120.8872306,Y,115.0,System Impact,2018,N,N,Solar,60.75,Operational,ERIS,9.19,186.5,7,12,2017,2,8
1336,PacifiCorp,PAC,UT,Garfield,N,37.8254167,-112.4471444,N,12.5,Facility,2018,N,N,Storage,1.0,Operational,ERIS,563.85,0.0,5,14,2017,7,31
1337,PacifiCorp,PAC,UT,Garfield,N,37.8254167,-112.4471444,N,11.5,Facility,2018,N,N,Solar,0.65,Operational,ERIS,541.66,0.0,5,14,2017,7,31
1338,PacifiCorp,PAC,OR,Lake ,N,42.176,-120.3569,N,115.0,Facility,2018,N,N,Solar,10.0,Operational,ERIS,245.13,0.0,4,2,2017,5,31
1339,PacifiCorp,PAC,WY,Carbon,N,42.1799,-106.2295,N,230.0,Facility,2018,Y,N,Wind,250.0,Operational,ERIS,7.62,0.0,10,5,2015,9,4
1340,PacifiCorp,PAC,WY,Carbon,N,42.1799,-106.2295,N,230.0,Facility,2018,Y,N,Wind,250.0,Operational,ERIS,8.79,133.61,10,11,2015,9,4
1341,PacifiCorp,PAC,OR,Crook,N,44.3055,-121.01702,N,115.0,System Impact,2018,N,N,Solar,81.23,Withdrawn,ERIS,16.73,2.25,6,29,2016,4,26
1342,PacifiCorp,PAC,WY,Uinta,N,41.4291,-110.8122,N,138.0,Facility,2018,N,N,Wind,101.0,Withdrawn,ERIS,18.45,232.06,8,28,2016,10,20
1343,PacifiCorp,PAC,UT,Carbon,N,39.7033,-110.8699,N,138.0,System Impact,2018,N,N,Solar,100.0,Withdrawn,ERIS,5.9,280.18,5,21,2016,10,24
1344,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,345.0,System Impact,2018,N,N,Solar,240.0,Withdrawn,NRIS,110.08,0.0,7,3,2016,11,11
1345,PacifiCorp,PAC,OR,Klamath,N,42.181114,-121.688347,Y,69.0,System Impact,2018,N,Y,Solar,46.0,Withdrawn,NRIS,73.37,54.67,1,10,2016,12,19
1346,PacifiCorp,PAC,OR,Klamath,N,42.064234,-121.458528,Y,230.0,Facility,2018,N,N,Solar,100.0,Withdrawn,NRIS,144.39,3.59,9,19,2017,2,6
1347,PacifiCorp,PAC,OR,Jefferson,N,44.500374,-121.154865,N,12.5,System Impact,2018,N,N,Hydro,1.1,Withdrawn,NRIS,14243.16,19252.4,3,7,2017,6,16
1348,PacifiCorp,PAC,CA,Siskiyou,N,42.0044,-122.2452,Y,69.0,System Impact,2018,N,N,Solar,50.0,Withdrawn,NRIS,116.93,144.67,5,10,2017,7,12
1349,PacifiCorp,PAC,OR,Deschutes,N,44.1666,-121.2494,N,12.5,System Impact,2018,N,N,Solar,5.5,Withdrawn,NRIS,406.71,49.33,2,22,2017,7,24
1350,PacifiCorp,PAC,OR,Deschutes,N,44.1666,-121.2494,N,12.47,System Impact,2018,Y,N,Solar,8.0,Withdrawn,NRIS,250.82,0.0,5,23,2017,9,12
1351,PacifiCorp,PAC,UT,Iron,N,37.9445972,-112.7423583,N,34.5,Facility,2018,N,N,Solar,2.0,Withdrawn,NRIS,980.13,11.25,10,2,2017,10,3
1352,PacifiCorp,PAC,OR,Klamath,N,42.1759306,-121.698,N,12.0,System Impact,2018,N,N,Solar,10.0,Withdrawn,ERIS,124.29,1.72,6,14,2017,10,9
1353,PacifiCorp,PAC,WY,Uinta,N,41.2568333,-111.0126944,N,12.5,Feasibility,2018,N,N,Solar,5.0,Withdrawn,NRIS,380.67,0.0,5,18,2017,10,13
1354,PacifiCorp,PAC,OR,Linn,N,44.602,-123.0788,N,115.0,Feasibility,2018,N,N,Solar,20.0,Withdrawn,NRIS,463.13,0.0,3,30,2017,10,13
1355,PacifiCorp,PAC,OR,Klamath,N,42.3363,-120.8904,Y,115.0,Feasibility,2018,N,N,Solar,40.0,Withdrawn,NRIS,198.54,634.01,2,28,2017,10,18
1356,PacifiCorp,PAC,OR,Lake,N,42.2002,-120.4637,Y,115.0,Feasibility,2018,N,N,Solar,50.0,Withdrawn,NRIS,164.29,239.7,3,10,2017,11,3
1357,PacifiCorp,PAC,UT,Tooele,N,40.584464,-112.370183,N,12.5,System Impact,2018,N,N,Solar,10.0,Withdrawn,ERIS,155.52,3.84,4,11,2017,12,11
1358,PacifiCorp,PAC,UT,Tooele,N,40.5645583,-112.4045306,Y,46.0,System Impact,2018,N,N,Solar,10.0,Withdrawn,ERIS,47.91,805.28,5,10,2017,12,11
1359,PacifiCorp,PAC,OR,Wallowa,N,46.0637,-118.8462,N,12.5,System Impact,2018,N,N,Solar,3.0,Withdrawn,ERIS,600.03,434.58,3,6,2017,12,11
1360,PacifiCorp,PAC,OR,Klamath,N,42.57087253,-121.8688929,N,12.0,System Impact,2018,N,N,Solar,3.2,Withdrawn,NRIS,809.47,0.0,5,4,2018,1,22
1361,PacifiCorp,PAC,OR,Klamath,N,42.4029917,-121.0461139,N,12.0,System Impact,2018,N,N,Solar,3.2,Withdrawn,ERIS,261.41,690.75,5,4,2018,1,22
1362,PacifiCorp,PAC,OR,Wallowa,N,46.0637,-118.8462,N,12.5,Facility,2018,N,N,Solar,0.86,Withdrawn,ERIS,420.17,0.0,8,29,2018,3,6
1363,PacifiCorp,PAC,OR,Wallowa,N,45.4184,-117.2829,N,12.47,Feasibility,2018,N,N,Solar,3.0,Withdrawn,NRIS,230.31,484.44,8,8,2018,4,12
1364,PacifiCorp,PAC,OR,Klamath,N,42.1336222,-121.7620472,N,12.0,System Impact,2018,N,N,Solar,2.99,Withdrawn,ERIS,652.95,94.73,8,2,2018,5,2
1365,PacifiCorp,PAC,UT,Washington,N,37.4859,-113.2217,Y,69.0,System Impact,2018,N,N,Solar,50.0,Withdrawn,ERIS,11.46,280.39,5,16,2016,9,21
1366,PacifiCorp,PAC,UT,Tooele,N,40.8457,-112.3606,N,138.0,Facility,2018,N,N,Solar,75.0,Withdrawn,ERIS,9.74,0.0,7,10,2017,7,20
1367,PacifiCorp,PAC,OR,Klamath,N,42.3375,-120.9114,Y,115.0,System Impact,2018,N,N,Solar,50.0,Withdrawn,ERIS,14.19,625.19,8,22,2017,10,6
1368,PacifiCorp,PAC,OR,Gilliam,N,45.6635,-120.3597,N,69.0,Feasibility,2018,N,N,Wind,61.2,Withdrawn,ERIS,46.44,398.46,1,12,2017,10,16
1369,PacifiCorp,PAC,OR,Linn,N,44.7025,-122.9452,Y,69.0,Feasibility,2018,N,N,Solar,40.0,Withdrawn,ERIS,29.78,201.85,2,22,2017,10,25
1370,PacifiCorp,PAC,OR,Jefferson,N,44.74749,-121.24552,Y,69.0,Feasibility,2018,N,N,Solar,50.0,Withdrawn,ERIS,14.4,144.59,2,1,2017,11,6
1371,PacifiCorp,PAC,OR,Klamath,N,43.048,-121.823,Y,230.0,Feasibility,2018,N,N,Solar,175.0,Withdrawn,ERIS,11.96,70.31,5,4,2017,12,11
1372,PacifiCorp,PAC,UT,Washington,N,37.4859,-113.2217,Y,69.0,System Impact,2018,N,N,Solar,50.0,Withdrawn,NRIS,11.46,280.39,5,16,2016,9,21
1373,PacifiCorp,PAC,UT,Tooele,N,40.8457,-112.3606,N,138.0,Facility,2018,N,N,Solar,75.0,Withdrawn,NRIS,9.74,388.7,7,10,2017,7,20
1374,PacifiCorp,PAC,OR,Klamath,N,42.3375,-120.9114,Y,115.0,System Impact,2018,N,N,Solar,50.0,Withdrawn,NRIS,14.19,625.19,8,22,2017,10,6
1375,PacifiCorp,PAC,OR,Gilliam,N,45.6635,-120.3597,N,69.0,Feasibility,2018,N,N,Wind,61.2,Withdrawn,NRIS,46.44,1594.42,1,12,2017,10,16
1376,PacifiCorp,PAC,OR,Linn,N,44.7025,-122.9452,Y,69.0,Feasibility,2018,N,N,Solar,40.0,Withdrawn,NRIS,29.78,201.85,2,22,2017,10,25
1377,PacifiCorp,PAC,OR,Jefferson,N,44.74749,-121.24552,Y,69.0,Feasibility,2018,N,N,Solar,50.0,Withdrawn,NRIS,14.4,748.47,2,1,2017,11,6
1378,PacifiCorp,PAC,OR,Klamath,N,43.048,-121.823,Y,230.0,Feasibility,2018,N,N,Solar,175.0,Withdrawn,NRIS,11.96,70.31,5,4,2017,12,11
1379,PacifiCorp,PAC,WY,Natrona,N,42.9297,-106.3679,N,115.0,Facility,2019,N,N,Solar,50.0,Active,ERIS,6.66,0.0,10,23,2016,9,20
1380,PacifiCorp,PAC,WY,Natrona,N,42.9297,-106.3679,N,115.0,Facility,2019,N,N,Solar,80.0,Active,ERIS,7.99,0.0,10,23,2016,9,20
1381,PacifiCorp,PAC,WY,Natrona,N,42.9297,-106.3679,N,115.0,Facility,2019,N,N,Solar Hybrid,30.0,Active,ERIS,22.0,115.12,10,23,2016,8,3
1382,PacifiCorp,PAC,WY,Carbon ,N,41.6526,-106.1907,N,230.0,Facility,2019,N,N,Wind,190.0,Active,ERIS,8.45,97.86,6,17,2016,12,5
1383,PacifiCorp,PAC,UT,Box Elder ,N,41.6614,-112.431,N,138.0,Facility,2019,N,N,Solar Hybrid,45.0,Suspended,ERIS,33.82,13.83,11,22,2017,4,6
1384,PacifiCorp,PAC,WY,Lincoln,N,41.717,-110.2089,N,230.0,Facility,2019,N,N,Other,21.17,Suspended,ERIS,31.05,91.01,1,25,2017,10,11
1385,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,500.0,Facility,2019,N,N,Storage,415.8,Suspended,ERIS,7.17,34.68,5,31,2015,7,28
