,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
1848,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,15.58,207.65,3,8,2023,5,10
1849,PacifiCorp,PAC,UT,Tooele,N,40.3524,-112.4576,Y,46.0,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,125.63,1048.24,3,8,2023,5,12
1850,PacifiCorp,PAC,UT,Utah,N,40.089,-112.072,N,500.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,19.6,207.04,3,8,2023,5,15
1851,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,400.0,Active,ERIS,13.75,188.15,3,8,2023,5,15
1852,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,345.0,Unknown,2024,N,N,Solar,300.0,Active,ERIS,15.0,212.68,3,8,2023,5,15
1853,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,100.0,Active,ERIS,33.0,246.07,3,8,2023,5,15
1854,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Storage,150.0,Active,ERIS,20.0,220.33,3,8,2023,5,15
1855,PacifiCorp,PAC,UT,Tooele,N,40.5717,-112.3958,Y,138.0,Unknown,2024,N,N,Storage,160.0,Withdrawn,ERIS,15.62,348.22,3,8,2023,5,15
1856,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Storage,150.0,Withdrawn,ERIS,20.0,220.33,3,8,2023,5,15
1857,PacifiCorp,PAC,UT,Tooele,N,40.0996,-112.2089,Y,500.0,Unknown,2024,N,N,Solar,300.0,Active,ERIS,18.33,276.51,3,8,2023,5,15
1858,PacifiCorp,PAC,UT,Tooele,N,40.3879,-112.4561,N,345.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,16.01,186.36,3,8,2023,5,15
1859,PacifiCorp,PAC,UT,Emery,N,38.9877,-110.1379,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,33.2,976.79,3,8,2023,4,17
1860,PacifiCorp,PAC,UT,Carbon,N,39.1162,-113.6199,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,47.5,975.79,3,8,2023,5,11
1861,PacifiCorp,PAC,UT,Duchesne,N,39.4245,-112.4739,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,37.5,893.13,3,8,2023,5,11
1862,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,19.6,893.13,3,8,2023,5,15
1863,PacifiCorp,PAC,UT,Duchesne,N,40.2223,-110.1182,Y,69.0,Unknown,2024,N,N,Solar,4.99,Withdrawn,ERIS,460.92,2595.19,3,8,2023,5,15
1864,PacifiCorp,PAC,UT,Carbon,N,39.595,-110.6888,N,138.0,Unknown,2024,N,N,Solar,85.0,Active,ERIS,27.76,884.73,3,8,2023,5,15
1865,PacifiCorp,PAC,UT,Carbon,N,39.7033,-110.8699,N,138.0,Unknown,2024,N,N,Solar,49.0,Withdrawn,ERIS,47.76,918.73,3,8,2023,5,15
1866,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,34.0,893.13,3,8,2023,5,15
1867,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,8.5,684.65,3,8,2023,4,3
1868,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,8.5,684.65,3,8,2023,4,3
1869,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,9.0,731.93,3,8,2023,4,3
1870,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,9.0,731.93,3,8,2023,4,3
1871,PacifiCorp,PAC,UT,Emery,N,38.906,-111.2201,N,345.0,Unknown,2024,N,N,Solar,150.0,Active,ERIS,26.0,742.81,3,8,2023,5,8
1872,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,345.0,Unknown,2024,N,N,Solar,120.0,Active,ERIS,31.58,735.31,3,8,2023,5,11
1873,PacifiCorp,PAC,UT,San Juan,N,39.7033,-110.8699,Y,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,15.58,791.72,3,8,2023,5,15
1874,PacifiCorp,PAC,NM,San Juan,N,36.8515,-108.6333,Y,345.0,Unknown,2024,N,N,Solar,450.0,Active,ERIS,8.0,727.48,3,8,2023,5,15
1875,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,345.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,14.66,711.67,3,8,2023,5,15
1876,PacifiCorp,PAC,UT,San Juan,N,37.3341,-109.5309,Y,345.0,Unknown,2024,N,N,Solar,199.5,Withdrawn,ERIS,16.54,782.91,3,8,2023,5,15
1877,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,345.0,Unknown,2024,N,N,Storage,300.0,Active,ERIS,7.3,699.81,3,8,2023,5,15
1878,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,345.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,20.86,711.67,3,8,2023,5,15
1879,PacifiCorp,PAC,UT,Millard,N,39.1542,-112.3628,N,230.0,Unknown,2024,N,N,Solar,500.0,Active,ERIS,10.6,432.14,3,8,2023,5,8
1880,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,230.0,Unknown,2024,N,N,Solar,300.0,Withdrawn,ERIS,15.33,447.47,3,8,2023,5,12
1881,PacifiCorp,PAC,UT,Millard,N,39.1162,-113.6199,Y,230.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,ERIS,11.2,473.54,3,8,2023,5,15
1882,PacifiCorp,PAC,UT,Millard,N,39.1519,-112.7305,N,69.0,Unknown,2024,N,N,Solar,75.0,Active,ERIS,30.67,514.47,3,8,2023,5,15
1883,PacifiCorp,PAC,UT,Millard,N,39.0621,-112.0808,Y,230.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,13.07,490.55,3,8,2023,5,15
1884,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,ERIS,17.2,1090.9,3,8,2023,5,4
1885,PacifiCorp,PAC,UT,Iron,N,37.8832,-112.9096,N,138.0,Unknown,2024,N,N,Solar,200.0,Active,ERIS,22.25,1093.0,3,8,2023,5,11
1886,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,12.47,Unknown,2024,N,N,Solar,4.99,Withdrawn,ERIS,252.51,1124.65,3,8,2023,5,12
1887,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,12.47,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,63.32,1079.6,3,8,2023,5,12
1888,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,46.0,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,105.53,1167.54,3,8,2023,5,12
1889,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,46.0,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,105.53,1167.54,3,8,2023,5,12
1890,PacifiCorp,PAC,UT,Washington,N,37.1201,-113.5408,N,34.5,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,190.95,1456.48,3,8,2023,5,12
1891,PacifiCorp,PAC,UT,Beaver,N,38.3866,-113.0159,N,138.0,Unknown,2024,N,N,Solar,150.0,Withdrawn,ERIS,27.0,1122.5,3,8,2023,5,12
1892,PacifiCorp,PAC,UT,Washington,N,37.8011,-112.9999,Y,230.0,Unknown,2024,N,N,Solar,240.0,Withdrawn,ERIS,9.79,1121.17,3,8,2023,5,15
1894,PacifiCorp,PAC,UT,Iron,N,37.4825,-113.22,N,138.0,Unknown,2024,N,N,Solar,49.0,Active,ERIS,44.9,1166.53,3,8,2023,5,15
1895,PacifiCorp,PAC,UT,Kane,N,37.0989,-111.7159,Y,230.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,38.5,1129.0,3,8,2023,5,15
1897,PacifiCorp,PAC,UT,Iron,N,37.6118,-113.6605,N,138.0,Unknown,2024,N,N,Solar,49.9,Withdrawn,ERIS,52.1,1106.59,3,8,2023,5,15
1898,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,230.0,Unknown,2024,N,N,Solar,80.0,Withdrawn,ERIS,52.5,1149.5,3,8,2023,5,15
1899,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2024,N,N,Solar,400.0,Active,ERIS,17.25,1081.0,3,8,2023,5,15
1900,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,345.0,Unknown,2024,N,N,Storage,500.0,Active,ERIS,4.9,1084.5,3,8,2023,5,15
1901,PacifiCorp,PAC,UT,Beaver,N,38.181,-112.6202,Y,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,20.1,1156.46,3,8,2023,5,15
1902,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,500.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,16.51,950.48,3,8,2023,4,3
1903,PacifiCorp,PAC,OR,Klamath,N,42.021355,-122.236517,N,230.0,Unknown,2024,N,N,Solar,300.0,Withdrawn,ERIS,9.0,758.25,3,8,2023,5,4
1904,PacifiCorp,PAC,OR,Klamath,N,43.0067,-121.8349,N,230.0,Unknown,2024,N,N,Solar,200.0,Active,ERIS,13.5,761.75,3,8,2023,5,4
1905,PacifiCorp,PAC,OR,Lake,N,42.2082,-120.3753,N,115.0,Unknown,2024,N,N,Solar,200.0,Active,ERIS,13.5,97.16,3,8,2023,5,12
1906,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,500.0,Unknown,2024,N,N,Solar,150.0,Withdrawn,ERIS,33.33,1017.09,3,8,2023,5,12
1907,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,500.0,Unknown,2024,N,N,Solar,150.0,Withdrawn,ERIS,22.0,1017.09,3,8,2023,5,12
1908,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,500.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,21.61,951.38,3,8,2023,5,12
1909,PacifiCorp,PAC,OR,Klamath,N,42.1991,-121.797,N,230.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,ERIS,11.56,802.01,3,8,2023,5,12
1910,PacifiCorp,PAC,OR,Douglas,N,43.4026,-123.1938,Y,230.0,Unknown,2024,N,N,Wind,199.0,Withdrawn,ERIS,11.06,833.17,3,8,2023,5,15
1911,PacifiCorp,PAC,CA,Siskiyou,N,41.9768,-122.3613,N,230.0,Unknown,2024,N,N,Storage,150.0,Active,ERIS,14.67,806.92,3,8,2023,5,15
1912,PacifiCorp,PAC,OR,Jackson,N,42.36357,-122.7539,N,230.0,Unknown,2024,N,N,Storage,250.0,Withdrawn,ERIS,9.2,760.65,3,8,2023,5,15
1913,PacifiCorp,PAC,OR,Douglas,N,43.2059,-123.2369,N,230.0,Unknown,2024,N,N,Wind,120.0,Withdrawn,ERIS,18.33,824.42,3,8,2023,5,15
1914,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2024,N,N,Storage,199.9,Active,ERIS,12.51,76.04,3,8,2023,4,7
1915,PacifiCorp,PAC,OR,Harney,N,43.6676,-119.0478,Y,500.0,Unknown,2024,N,N,Solar,400.0,Active,ERIS,49.0,35.25,3,8,2023,5,8
1916,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2024,N,N,Storage,199.9,Active,ERIS,7.0,312.86,3,8,2023,4,3
1917,PacifiCorp,PAC,OR,Crook,N,44.3075,-120.8537,N,115.0,Unknown,2024,N,N,Biomass,30.0,Withdrawn,ERIS,52.0,619.0,3,8,2023,4,28
1918,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,18.59,312.95,3,8,2023,5,11
1919,PacifiCorp,PAC,OR,Jefferson,N,42.5146,-111.7937,N,69.0,Unknown,2024,N,N,Solar,19.9,Active,ERIS,72.36,337.59,3,8,2023,5,12
1920,PacifiCorp,PAC,OR,Jefferson,N,42.5146,-111.7937,N,69.0,Unknown,2024,N,N,Solar,19.9,Active,ERIS,66.33,337.59,3,8,2023,5,12
1921,PacifiCorp,PAC,OR,Jefferson,N,44.7651,-121.2521,N,69.0,Unknown,2024,N,N,Solar,19.9,Active,ERIS,72.36,787.34,3,8,2023,5,12
1922,PacifiCorp,PAC,OR,Jefferson,N,44.7651,-121.2521,N,69.0,Unknown,2024,N,N,Solar,19.9,Active,ERIS,66.33,787.34,3,8,2023,5,12
1923,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,22.01,312.86,3,8,2023,5,15
1924,PacifiCorp,PAC,ID,Owyhee,N,43.34997,-116.6637,N,500.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,23.51,183.19,4,24,2023,4,3
1925,PacifiCorp,PAC,OR,Morrow,N,45.8224,-119.6229,Y,500.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,28.51,220.56,4,24,2023,4,3
1926,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,500.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,24.01,262.83,4,24,2023,5,12
1927,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,500.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,22.01,262.83,4,24,2023,5,12
1928,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,500.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,24.01,262.83,4,24,2023,5,12
1929,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,500.0,Unknown,2024,N,N,Solar,199.9,Active,ERIS,22.01,262.83,4,24,2023,5,12
1930,PacifiCorp,PAC,OR,Morrow,N,45.8224,-119.6229,Y,500.0,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,301.51,1884.42,4,24,2023,5,12
1931,PacifiCorp,PAC,OR,Morrow,N,45.41503,-119.1898,Y,500.0,Unknown,2024,N,N,Solar,500.0,Withdrawn,ERIS,17.4,231.96,4,24,2023,5,15
1932,PacifiCorp,PAC,ID,Owyhee,N,43.34997,-116.6637,N,500.0,Unknown,2024,N,N,Storage,175.0,Active,ERIS,25.71,261.71,4,24,2023,5,15
1933,PacifiCorp,PAC,OR,Morrow,N,43.8808,-117.3986,Y,500.0,Unknown,2024,N,N,Solar,600.0,Active,ERIS,8.33,198.8,4,24,2023,5,15
1934,PacifiCorp,PAC,OR,Morrow,N,45.5744,-119.4849,Y,500.0,Unknown,2024,N,N,Solar,450.0,Withdrawn,ERIS,21.78,254.08,4,24,2023,5,15
1935,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,230.0,Unknown,2024,N,N,Wind,100.0,Active,ERIS,22.1,218.74,3,8,2023,5,1
1936,PacifiCorp,PAC,OR,Wallowa,N,45.4377,-117.2851,N,230.0,Unknown,2024,N,N,Solar,90.0,Active,ERIS,75.56,191.41,3,8,2023,5,8
1937,PacifiCorp,PAC,OR,Umatilla,N,45.6674361,-118.7568472,N,69.0,Unknown,2024,N,N,Solar,19.9,Withdrawn,ERIS,103.52,487.04,3,8,2023,5,12
1938,PacifiCorp,PAC,WA,Walla Walla,N,46.1936,-118.5713,Y,230.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,11.21,25.75,3,8,2023,5,15
1939,PacifiCorp,PAC,OR,Umatilla,N,45.9221,-119.0952,N,230.0,Unknown,2024,N,N,Solar,300.0,Withdrawn,ERIS,7.2,54.24,3,8,2023,5,15
1940,PacifiCorp,PAC,OR,Umatilla,N,45.9221,-119.0952,N,230.0,Unknown,2024,N,N,Wind,200.0,Withdrawn,ERIS,10.8,69.0,3,8,2023,5,15
1941,PacifiCorp,PAC,WA,Cowlitz,N,45.9776,-122.7224,Y,115.0,Unknown,2024,N,N,Wind,150.0,Withdrawn,ERIS,10.0,484.63,3,8,2023,5,4
1942,PacifiCorp,PAC,WA,Cowlitz,N,45.9776,-122.7224,Y,115.0,Unknown,2024,N,N,Wind,150.0,Withdrawn,ERIS,10.0,484.63,3,8,2023,5,4
1943,PacifiCorp,PAC,WA,Clark,N,45.9528,-122.5648,N,115.0,Unknown,2024,N,N,Storage,200.0,Withdrawn,ERIS,10.0,481.12,3,8,2023,5,8
1944,PacifiCorp,PAC,WA,Clark,N,45.9862,-122.4385,Y,230.0,Unknown,2024,N,N,Storage,300.0,Withdrawn,ERIS,7.33,498.29,3,8,2023,5,8
1945,PacifiCorp,PAC,OR,Linn,N,44.2477,-123.04765,N,230.0,Unknown,2024,N,N,Wind,100.0,Withdrawn,ERIS,23.0,36.78,3,8,2023,5,4
1946,PacifiCorp,PAC,OR,Marion,N,44.7696,-122.947,N,230.0,Unknown,2024,N,N,Storage,100.0,Withdrawn,ERIS,21.0,43.78,3,8,2023,5,15
1947,PacifiCorp,PAC,OR,Marion,N,44.7696,-122.947,N,230.0,Unknown,2024,N,N,Storage,199.0,Active,ERIS,10.55,28.36,3,8,2023,5,15
1948,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,NRIS,5.98,72.69,1,5,2021,4,15
1949,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,230.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,NRIS,15.61,1179.87,3,8,2023,4,3
1950,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Storage,900.0,Withdrawn,NRIS,8.26,1168.3,3,8,2023,4,24
1951,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Wind,600.0,Withdrawn,NRIS,7.45,1175.9,3,8,2023,5,2
1952,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Wind,600.0,Withdrawn,NRIS,7.45,1175.9,3,8,2023,5,4
1957,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,230.0,Unknown,2024,N,N,Wind,450.0,Withdrawn,NRIS,6.93,1165.0,3,8,2023,5,15
1958,PacifiCorp,PAC,WY,Albany,N,41.2703,-105.6099,N,115.0,Unknown,2024,N,N,Solar,80.0,Withdrawn,NRIS,43.75,2943.75,3,8,2023,4,28
1959,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,NRIS,18.01,2159.64,3,8,2023,4,3
1960,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,500.0,Active,NRIS,6.8,2138.82,3,8,2023,4,28
1961,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,500.0,Withdrawn,NRIS,6.8,2138.82,3,8,2023,4,28
1962,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,300.0,Active,NRIS,12.67,2148.07,3,8,2023,5,2
1963,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,300.0,Withdrawn,NRIS,12.67,2148.07,3,8,2023,5,2
1964,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,NRIS,26.13,2163.65,3,8,2023,5,8
1965,PacifiCorp,PAC,ID,Caribou,N,42.7102,-111.5964,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,NRIS,21.61,2165.66,3,8,2023,5,12
1966,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,NRIS,16.58,2163.65,3,8,2023,5,12
1967,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Solar,300.0,Active,NRIS,18.67,2150.62,3,8,2023,5,12
1968,PacifiCorp,PAC,ID,Caribou,N,42.7288,-111.5289,N,138.0,Unknown,2024,N,N,Solar,95.0,Active,NRIS,31.58,2229.17,3,8,2023,5,15
1969,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Storage,350.0,Active,NRIS,10.29,2144.77,3,8,2023,5,15
1970,PacifiCorp,PAC,ID,Bingham,N,42.7502,-112.9304,N,345.0,Unknown,2024,N,N,Solar,199.9,Withdrawn,NRIS,23.01,41.92,3,8,2023,5,15
1971,PacifiCorp,PAC,ID,Blaine,N,42.7446,-113.6872,Y,345.0,Unknown,2024,N,N,Solar,300.0,Active,NRIS,18.67,129.9,3,8,2023,5,15
1972,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Wind,300.0,Withdrawn,NRIS,7.43,382.71,3,8,2023,5,12
1973,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,NRIS,11.21,389.76,3,8,2023,5,15
1974,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,NRIS,11.21,389.76,3,8,2023,5,15
1975,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,NRIS,11.21,389.76,3,8,2023,5,15
1976,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,100.0,Active,NRIS,22.3,410.49,3,8,2023,5,15
1977,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,100.0,Active,NRIS,22.3,410.49,3,8,2023,5,15
1978,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,161.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,NRIS,18.59,388.67,3,8,2023,5,15
1979,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,161.0,Unknown,2024,N,N,Storage,100.0,Active,NRIS,22.0,408.32,3,8,2023,5,15
1980,PacifiCorp,PAC,ID,Jefferson,N,43.3091,-112.1218,N,345.0,Unknown,2024,N,N,Storage,200.0,Active,NRIS,12.75,386.32,3,8,2023,5,15
1981,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,NRIS,12.71,798.99,3,8,2023,5,4
1982,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,345.0,Unknown,2024,N,N,Storage,300.0,Active,NRIS,9.13,792.31,3,8,2023,5,8
1983,PacifiCorp,PAC,UT,Box Elder,N,41.7182,-112.2273,N,138.0,Unknown,2024,N,N,Solar,30.0,Active,NRIS,124.0,779.13,3,8,2023,5,8
1984,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2024,N,N,Solar,49.0,Active,NRIS,84.08,832.2,3,8,2023,5,8
1985,PacifiCorp,PAC,ID,Franklin,N,42.26705,-111.7493,N,138.0,Unknown,2024,N,N,Storage,200.0,Active,NRIS,10.25,886.64,3,8,2023,5,10
1986,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,138.0,Unknown,2024,N,N,Solar,30.0,Active,NRIS,124.0,864.3,3,8,2023,5,11
1987,PacifiCorp,PAC,ID,Franklin,N,42.2225,-111.8496,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,NRIS,15.2,868.74,3,8,2023,5,15
1988,PacifiCorp,PAC,ID,Oneida,N,42.1715,-112.2253,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,NRIS,13.6,821.14,3,8,2023,5,15
1989,PacifiCorp,PAC,UT,Box Elder,N,41.8681,-112.1698,Y,345.0,Unknown,2024,N,N,Solar,300.0,Active,NRIS,12.0,814.14,3,8,2023,5,15
1990,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,NRIS,39.0,805.14,3,8,2023,5,15
1991,PacifiCorp,PAC,UT,Weber,N,41.1912,-111.9866,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,NRIS,9.1,793.65,3,8,2023,5,15
1992,PacifiCorp,PAC,UT,Salt Lake,N,41.0947,-112.0435,N,138.0,Unknown,2024,N,N,Storage,100.0,Withdrawn,NRIS,24.0,116.57,3,8,2023,5,15
1993,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,138.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,NRIS,10.05,100.66,3,8,2023,5,15
1994,PacifiCorp,PAC,UT,Salt Lake,N,40.5645,-112.0283,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,NRIS,12.56,91.11,3,8,2023,5,15
1995,PacifiCorp,PAC,UT,Weber,N,39.5457,-112.6161,N,345.0,Unknown,2024,N,N,Storage,199.9,Active,NRIS,13.01,132.1,3,8,2023,5,15
1996,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,138.0,Unknown,2024,N,N,Storage,190.0,Withdrawn,NRIS,10.53,101.47,3,8,2023,5,15
1997,PacifiCorp,PAC,UT,Salt Lake,N,40.7164,-112.0291,N,138.0,Unknown,2024,N,N,Storage,49.0,Withdrawn,NRIS,40.82,138.67,3,8,2023,5,15
1998,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,NRIS,24.8,322.68,3,8,2023,4,28
1999,PacifiCorp,PAC,UT,Juab,N,39.82258,-111.9048,N,345.0,Unknown,2024,N,N,Solar,275.0,Active,NRIS,13.09,304.62,3,8,2023,5,4
2000,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,300.0,Withdrawn,NRIS,11.0,295.81,3,8,2023,5,4
2001,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Gas,300.0,Active,NRIS,9.67,295.78,3,8,2023,5,10
2002,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Gas,166.0,Withdrawn,NRIS,18.67,316.6,3,8,2023,5,10
2003,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,199.0,Active,NRIS,15.58,308.88,3,8,2023,5,10
