index,q_id,q_status,q_date,prop_date,on_date,wd_date,IA_status_raw,IA_status_clean,County,state,region,utility,entity,developer,cluster,service,project_type,type1,mw1,type_clean,q_year,prop_year,q_month,q_day,q_dayofweek,Biomass_x,Geothermal_x,Small Hydro_x,Solar Photovoltaic_x,Solar Thermal_x,Wind_x,Total_x,Biomass_GWh,Geothermal_GWh,Small Hydro_GWh,Solar Photovoltaic_GWh,Solar Thermal_GWh,Wind_GWh,Total_GWh,Biomass_gen,Geothermal_gen,Small Hydro_gen,Solar Photovoltaic_gen,Solar Thermal_gen,Wind_gen,Total_gen (GWh)
442,Q499,withdrawn,2023-03-22,2027-12-01,,,Withdrawn,Withdrawn,Riverside,CA,West,Arizona Public Service,APS,,,NRIS,Generation,Hydro,1300.0,Hydro,2023.0,2027.0,3,22,2,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1681,10,withdrawn,2001-05-02,2009-07-01,,,Executed,IA Executed,Kings,CA,CAISO,PGAE,CAISO,,,,Generation,Gas,620.0,Gas,2001.0,2009.0,5,2,2,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1682,1000,withdrawn,2013-04-30,2019-01-01,,2014-04-24,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C06,NRIS,Generation,Other,300.0,Other,2013.0,2019.0,4,30,1,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1683,1001,withdrawn,2013-04-30,2016-10-01,,2014-02-27,,System Impact Study,Kings,CA,CAISO,PGAE,CAISO,,C06,NRIS,Generation,Solar,20.0,Solar,2013.0,2016.0,4,30,1,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1685,1003,withdrawn,2013-04-30,2017-01-01,,2014-04-29,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C06,NRIS,Generation,Gas,86.0,Gas,2013.0,2017.0,4,30,1,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1686,1003A,operational,2013-04-30,,2016-12-29,,Executed,IA Executed,Los Angeles,CA,CAISO,SCE,CAISO,,C06,NRIS,Generation,Solar,9.5,Solar,2013.0,,4,30,1,189,0,215,1343,0,2,1749,1655.64,0.0,1883.4,11764.68,0.0,17.52,15321.24,804,0,89,3022,0,5,3919
1687,1004,withdrawn,2014-01-23,2014-10-31,,2014-07-29,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,,ERIS,Generation,Solar,5.0,Solar,2014.0,2014.0,1,23,3,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1688,1005,operational,2014-03-11,,2014-07-30,,Executed,IA Executed,Merced,CA,CAISO,PGAE,CAISO,,,ERIS,Generation,Biofuel,0.5,Other,2014.0,,3,11,1,13,0,31,342,0,18,404,113.88,0.0,271.56,2995.92,0.0,157.68,3539.04,51,0,12,843,0,10,916
1690,1007,withdrawn,2014-04-30,2020-01-01,,2015-03-20,,System Impact Study,Santa Clara,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2020.0,4,30,2,3,0,0,30,0,0,33,26.28,0.0,0.0,262.8,0.0,0.0,289.08,11,0,0,49,0,0,59
1691,1008,withdrawn,2014-04-30,2017-06-01,,2015-01-30,,System Impact Study,Contra Costa,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Gas,309.0,Gas,2014.0,2017.0,4,30,2,7,0,0,48,0,38,92,61.32,0.0,0.0,420.48,0.0,332.88,805.92,24,0,0,70,0,99,194
1692,1009,withdrawn,2014-04-30,2016-06-01,,2015-01-30,,System Impact Study,Contra Costa,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2016.0,4,30,2,7,0,0,48,0,38,92,61.32,0.0,0.0,420.48,0.0,332.88,805.92,24,0,0,70,0,99,194
1693,101,withdrawn,2006-04-07,2008-03-01,,2006-04-07,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,,,Generation,Gas,100.0,Gas,2006.0,2008.0,4,7,4,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1694,1010,operational,2014-04-30,,2022-04-05,,Executed,IA Executed,San Joaquin,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Wind,46.1,Wind,2014.0,,4,30,2,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1695,1011,withdrawn,2014-04-30,2021-03-01,,2021-01-11,Executed,IA Executed,Alameda,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,30.0,Battery,2014.0,2021.0,4,30,2,22,0,0,18,0,286,325,192.72,0.0,0.0,157.68,0.0,2505.36,2847.0,114,0,0,29,0,869,1012
1696,1012,withdrawn,2014-04-30,2016-06-01,,2015-01-27,,System Impact Study,Santa Clara,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2016.0,4,30,2,3,0,0,30,0,0,33,26.28,0.0,0.0,262.8,0.0,0.0,289.08,11,0,0,49,0,0,59
1697,1013,withdrawn,2014-04-30,2018-01-15,,2015-02-10,,System Impact Study,Placer,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Hydro,15.5,Hydro,2014.0,2018.0,4,30,2,52,0,92,6,0,0,149,455.52,0.0,805.92,52.56,0.0,0.0,1305.24,302,0,184,8,0,0,493
1698,1014,withdrawn,2014-04-30,2016-06-01,,2016-11-30,,System Impact Study,San Joaquin,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,10.0,Battery,2014.0,2016.0,4,30,2,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1699,1015,withdrawn,2014-04-30,2016-12-31,,2015-02-03,,System Impact Study,Placer,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2016.0,4,30,2,52,0,92,6,0,0,149,455.52,0.0,805.92,52.56,0.0,0.0,1305.24,302,0,184,8,0,0,493
1700,1016,operational,2014-04-30,,2019-04-11,,Executed,IA Executed,Contra Costa,CA,CAISO,PGAE,CAISO,,C07,ERIS,Generation,Gas,0.01,Gas,2014.0,,4,30,2,7,0,0,48,0,38,92,61.32,0.0,0.0,420.48,0.0,332.88,805.92,24,0,0,70,0,99,194
1701,1017,withdrawn,2014-04-30,2019-01-01,,2015-02-11,,System Impact Study,Alameda,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,50.0,Battery,2014.0,2019.0,4,30,2,22,0,0,18,0,286,325,192.72,0.0,0.0,157.68,0.0,2505.36,2847.0,114,0,0,29,0,869,1012
1702,1018,withdrawn,2014-04-30,2019-01-01,,2015-05-11,,System Impact Study,San Mateo,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,50.0,Battery,2014.0,2019.0,4,30,2,11,0,0,0,0,0,11,96.36,0.0,0.0,0.0,0.0,0.0,96.36,88,0,0,0,0,0,88
1703,1019,withdrawn,2014-04-30,2016-12-31,,2015-02-19,,System Impact Study,El Dorado,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,40.0,Battery,2014.0,2016.0,4,30,2,0,0,70,0,0,0,70,0.0,0.0,613.2,0.0,0.0,0.0,613.2,0,0,104,0,0,0,104
1704,102,withdrawn,2006-04-19,2008-11-30,,2008-01-17,,System Impact Study,Monterey,CA,CAISO,PGAE,CAISO,,,,Generation,Wind,210.0,Wind,2006.0,2008.0,4,19,2,9,0,0,140,0,15,164,78.84,0.0,0.0,1226.4,0.0,131.4,1436.64,53,0,0,313,0,34,400
1705,1020,withdrawn,2014-04-30,2017-12-31,,2015-02-05,,System Impact Study,Solano,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Wind,50.0,Wind,2014.0,2017.0,4,30,2,10,0,0,36,0,1029,1074,87.6,0.0,0.0,315.36,0.0,9014.04,9408.24,75,0,0,64,0,2595,2733
1706,1021,withdrawn,2014-04-30,2018-02-28,,2018-10-25,Executed,IA Executed,San Joaquin,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Biofuel,5.0,Other,2014.0,2018.0,4,30,2,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1707,1022,withdrawn,2014-04-30,2016-12-01,,2014-07-02,,System Impact Study,Alameda,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,30.0,Battery,2014.0,2016.0,4,30,2,22,0,0,18,0,286,325,192.72,0.0,0.0,157.68,0.0,2505.36,2847.0,114,0,0,29,0,869,1012
1708,1023,withdrawn,2014-04-30,2016-08-01,,2015-04-01,,System Impact Study,Santa Clara,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2016.0,4,30,2,3,0,0,30,0,0,33,26.28,0.0,0.0,262.8,0.0,0.0,289.08,11,0,0,49,0,0,59
1709,1024,withdrawn,2014-04-30,2016-12-31,,2015-02-17,,System Impact Study,San Joaquin,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,30.0,Battery,2014.0,2016.0,4,30,2,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1710,1025,withdrawn,2014-04-30,2017-01-01,,2015-01-27,,System Impact Study,Solano,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,15.0,Battery,2014.0,2017.0,4,30,2,10,0,0,36,0,1029,1074,87.6,0.0,0.0,315.36,0.0,9014.04,9408.24,75,0,0,64,0,2595,2733
1711,1026,withdrawn,2014-04-30,2016-12-31,,2015-06-18,,System Impact Study,San Joaquin,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,25.0,Battery,2014.0,2016.0,4,30,2,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1712,1027,operational,2014-04-30,,2023-09-15,,Executed,IA Executed,Fresno,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,,4,30,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1713,1028,operational,2014-04-30,,2020-12-02,,Executed,IA Executed,Fresno,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,,4,30,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1714,1029,operational,2014-04-30,,2020-12-02,,Executed,IA Executed,Fresno,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,,4,30,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1715,102A,withdrawn,2006-04-21,2009-12-31,,2011-07-08,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,,,Generation,Wind,100.0,Wind,2006.0,2009.0,4,21,4,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1716,103,withdrawn,2006-05-02,2017-12-30,,2016-12-22,Executed,IA Executed,San Diego,CA,CAISO,SDGE,CAISO,,,,Generation,Biofuel,27.0,Other,2006.0,2017.0,5,2,1,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1717,1031,withdrawn,2014-04-30,2019-07-15,,2016-09-19,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2019.0,4,30,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1718,1032,operational,2014-04-30,,2018-04-17,,Executed,IA Executed,Fresno,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,206.2,Solar,2014.0,,4,30,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1719,1033,withdrawn,2014-04-30,2016-11-01,,2016-04-22,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1720,1034,withdrawn,2014-04-30,2016-11-01,,2015-01-27,,System Impact Study,Kings,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1721,1035,withdrawn,2014-04-30,2018-06-01,,2015-03-24,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2018.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1722,1036,operational,2014-04-30,,2020-11-18,,Executed,IA Executed,Kings,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,153.4,Solar,2014.0,,4,30,2,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1723,1037,withdrawn,2014-04-30,2020-01-31,,2015-04-01,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Gas,300.0,Gas,2014.0,2020.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1724,1038,withdrawn,2014-04-30,2018-06-01,,2016-06-03,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,60.0,Solar,2014.0,2018.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1725,1039,withdrawn,2014-04-30,2016-11-01,,2015-01-27,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1726,104,withdrawn,2006-05-03,2009-07-31,,2009-09-28,,System Impact Study,Los Angeles,CA,CAISO,SCE,CAISO,,,,Generation,Gas,304.0,Gas,2006.0,2009.0,5,3,2,189,0,215,1343,0,2,1749,1655.64,0.0,1883.4,11764.68,0.0,17.52,15321.24,804,0,89,3022,0,5,3919
1728,1042,withdrawn,2014-04-30,2016-11-01,,2015-02-05,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1729,1043,withdrawn,2014-04-30,2016-11-01,,2015-01-27,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1731,1046,withdrawn,2014-04-30,2016-12-15,,2015-02-16,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Battery,10.0,Battery,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1734,1049,withdrawn,2014-04-30,2016-11-01,,2015-01-27,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1735,105,withdrawn,2006-05-04,2009-10-30,,2011-08-06,,System Impact Study,Humboldt,CA,CAISO,PGAE,CAISO,,,,Generation,Wind,100.0,Wind,2006.0,2009.0,5,4,3,61,0,0,11,0,0,72,534.36,0.0,0.0,96.36,0.0,0.0,630.72,143,0,0,16,0,0,158
1736,1050,withdrawn,2014-04-30,2016-11-01,,2016-01-07,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1737,1052,withdrawn,2014-04-30,2016-11-01,,2015-01-28,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1739,1054,withdrawn,2014-04-30,2016-12-31,,2014-07-07,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Battery,150.0,Battery,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1740,1057,withdrawn,2014-04-30,2016-05-01,,2015-03-24,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Gas,35.0,Gas,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1741,1058,operational,2014-04-30,,2016-12-14,,Executed,IA Executed,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Gas,10.0,Gas,2014.0,,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1742,1059,withdrawn,2014-04-30,2017-01-01,,2015-03-30,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,2017.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1743,106,withdrawn,2006-05-26,2010-12-31,,2008-10-13,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Solar,635.0,Solar,2006.0,2010.0,5,26,4,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1744,1060,withdrawn,2014-04-30,2017-12-31,,2015-04-01,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Wind,160.0,Wind,2014.0,2017.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1745,1061,operational,2014-04-30,,2018-06-26,,Executed,IA Executed,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Battery,20.0,Battery,2014.0,,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1746,1063,withdrawn,2014-04-30,2016-11-01,,2015-01-28,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C07,NRIS,Generation,Solar,20.0,Solar,2014.0,2016.0,4,30,2,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1753,107,withdrawn,2006-06-09,2011-03-01,,2011-08-06,,System Impact Study,Solano,CA,CAISO,PGAE,CAISO,,,,Generation,Wind,128.0,Wind,2006.0,2011.0,6,9,4,10,0,0,36,0,1029,1074,87.6,0.0,0.0,315.36,0.0,9014.04,9408.24,75,0,0,64,0,2595,2733
1754,1070,withdrawn,2014-04-30,2018-12-01,,2016-06-03,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Solar,250.0,Solar,2014.0,2018.0,4,30,2,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1755,1071,withdrawn,2014-04-30,2019-12-01,,2019-02-21,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C07,ERIS,Generation,Solar,150.0,Solar,2014.0,2019.0,4,30,2,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1756,1072,withdrawn,2014-04-30,2017-11-01,,2015-01-27,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Solar,100.0,Solar,2014.0,2017.0,4,30,2,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1757,1073,withdrawn,2014-04-30,2019-03-01,,2015-03-24,,System Impact Study,Ventura,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Gas,305.0,Gas,2014.0,2019.0,4,30,2,2,0,2,4,0,0,8,17.52,0.0,17.52,35.04,0.0,0.0,70.08,6,0,0,6,0,0,12
1758,1075,withdrawn,2014-04-30,2022-06-01,,2015-04-01,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Battery,50.0,Battery,2014.0,2022.0,4,30,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1760,1077,withdrawn,2014-04-30,2018-03-01,,2015-03-18,,System Impact Study,Los Angeles,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Battery,300.0,Battery,2014.0,2018.0,4,30,2,189,0,215,1343,0,2,1749,1655.64,0.0,1883.4,11764.68,0.0,17.52,15321.24,804,0,89,3022,0,5,3919
1761,1078,withdrawn,2014-04-30,2018-05-01,,2014-06-26,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Battery,118.0,Battery,2014.0,2018.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1762,1079,withdrawn,2014-04-30,2018-07-01,,2014-06-26,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Gas,378.0,Gas,2014.0,2018.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1763,108,operational,2006-06-09,,2012-03-04,,Executed,IA Executed,Solano,CA,CAISO,PGAE,CAISO,,,,Generation,Wind,128.0,Wind,2006.0,,6,9,4,10,0,0,36,0,1029,1074,87.6,0.0,0.0,315.36,0.0,9014.04,9408.24,75,0,0,64,0,2595,2733
1764,1081,withdrawn,2014-04-30,2018-05-01,,2014-06-26,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Battery,118.0,Battery,2014.0,2018.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1765,1082,withdrawn,2014-04-30,2018-07-01,,2014-06-26,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Gas,378.0,Gas,2014.0,2018.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1766,1084,withdrawn,2014-04-30,2019-03-01,,2015-02-18,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Gas,220.0,Gas,2014.0,2019.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1767,1087,withdrawn,2014-04-30,2018-12-31,,2015-02-10,,System Impact Study,Orange,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Gas,700.0,Gas,2014.0,2018.0,4,30,2,86,0,12,3,0,0,101,753.36,0.0,105.12,26.28,0.0,0.0,884.76,492,0,7,5,0,0,505
1768,1089,withdrawn,2014-04-30,2018-04-30,,2015-04-01,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,C07,NRIS,Generation,Solar,89.95,Solar,2014.0,2018.0,4,30,2,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1769,108A,withdrawn,2006-06-14,2010-03-01,,2006-11-16,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,,,Generation,Solar,300.0,Solar,2006.0,2010.0,6,14,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1770,109,withdrawn,2006-06-16,2011-03-01,,2011-03-31,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Solar,550.0,Solar,2006.0,2011.0,6,16,4,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1771,1090,withdrawn,2014-06-11,2015-01-15,,2014-09-04,,System Impact Study,Imperial,CA,CAISO,SDGE,CAISO,,,ERIS,Generation,Solar,2.0,Solar,2014.0,2015.0,6,11,2,0,717,93,2058,0,265,3134,0.0,6280.92,814.68,18028.08,0.0,2321.4,27453.84,0,3472,228,4701,0,363,8763
1772,1091,withdrawn,2014-05-14,2015-08-01,,2015-04-24,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,,ERIS,Generation,Solar,1.5,Solar,2014.0,2015.0,5,14,2,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1773,1092,withdrawn,2014-08-25,2017-08-30,,2017-06-06,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,,NRIS,Generation,Solar,49.0,Solar,2014.0,2017.0,8,25,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1774,1093,withdrawn,2014-10-31,2016-03-01,,2014-12-29,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,,ERIS,Generation,Battery,5.0,Battery,2014.0,2016.0,10,31,4,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1775,1094,withdrawn,2015-03-26,2017-09-01,,2016-05-05,,System Impact Study,Yolo,CA,CAISO,PGAE,CAISO,,,NRIS,Generation,Battery,25.0,Battery,2015.0,2017.0,3,26,3,31,0,12,15,0,1,59,271.56,0.0,105.12,131.4,0.0,8.76,516.84,201,0,36,18,0,2,256
1778,1097,operational,2015-04-30,,,,Executed,IA Executed,Lake,CA,CAISO,PGAE,CAISO,,C08,NRIS,Generation,Battery,13.25,Battery,2015.0,,4,30,3,0,396,6,3,0,0,404,0.0,3468.96,52.56,26.28,0.0,0.0,3539.04,0,1328,0,5,0,0,1333
