Project #,Project # in Queued Up,Queue Date,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,POI Transmission Line,Transmission Voltage,Study Type,Study Date,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,$2024 Total Cost/kW
96,96,10/9/06,PacifiCorp,PAC,WY,,N,41.2953,-110.5202,Y,Long Hollow-Naughton,138,Facility,9/27/07,2007,N,N,Wind,80,Operational,NRIS,0.53,5.28,5.81
90,90,6/22/06,PacifiCorp,PAC,WY,,N,41.2953,-110.5202,Y,Long Hollow-Naughton,138,Facility,6/18/07,2007,N,N,Wind,60.9,Operational,NRIS,13.71,13.67,27.38
141,141,6/12/07,PacifiCorp,PAC,OR,Deschutes,N,44.1344,-121.2826,N,,12.47,Facility,12/20/07,2007,N,N,Hydro,0.75,Operational,NRIS,315.6,0,315.6
139,139,5/25/07,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,,46,Facility,12/3/07,2007,N,N,Gas,7.6,Operational,NRIS,28.54,9.25,37.79
176,176,12/26/07,PacifiCorp,PAC,OR,Linn,N,44.54708,-123.27198,N,,20.8,Facility,8/27/08,2008,N,N,Biogas,1.6,Operational,NRIS,177.36,0,177.36
119-B,119-B,1/29/07,PacifiCorp,PAC,WY,Carbon,N,41.6526,-106.1907,N,,230,Facility,4/2/08,2008,N,N,Wind,88.5,Operational,,7,3.19,10.19
119-A,119-A,1/29/07,PacifiCorp,PAC,WY,Carbon,N,41.6526,-106.1907,N,,230,Facility,4/2/08,2008,N,N,Wind,99,Operational,ERIS,18.04,23.86,41.9
174,174,12/5/07,PacifiCorp,PAC,OR,Benton,N,44.56497,-123.2892,N,,20.8,Facility,11/10/08,2008,N,Y,Gas,6.475,Operational,NRIS,161.35,5.99,167.33
214,214,4/24/08,PacifiCorp,PAC,WY,Sublette ,N,,,Y,,,Fast Track,6/6/08,2008,N,N,Gas,1.96,Operational,NRIS,0.45,0,0.45
169,169,11/6/07,PacifiCorp,PAC,OR,Marion,N,44.79036,-122.83544,N,,,Fast Track,2/29/08,2008,N,N,Hydro,0.05,Operational,NRIS,270.75,0,270.75
71,71,1/17/06,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,Simtag Feeder,34.5,Facility,2/25/08,2008,N,N,Wind,8.25,Operational,NRIS,311.58,3.04,314.61
126,126,3/5/07,PacifiCorp,PAC,WY,Carbon,N,42.8615,-105.7787,Y,Dave Johnston - Yellow Cake,230,Facility,3/21/08,2008,N,N,Wind,297,Operational,ERIS,6.98,60.93,67.92
150,150,7/13/07,PacifiCorp,PAC,UT,Salt Lake,N,40.5804,-111.8149,N,,25,System Impact,1/23/08,2008,N,N,Hydro,0.85,Operational,NRIS,149.78,0,149.78
153,153,8/8/07,PacifiCorp,PAC,WY,Converse,N,42.8615,-105.7787,N,,230,System Impact,4/28/08,2008,N,N,Wind,253,Operational,ERIS,10.71,13.41,24.13
282,282,8/7/09,PacifiCorp,PAC,UT,Box Elder,N,41.6633,-112.4268,N,,46,Fast Track,9/14/09,2009,N,N,Wind Hybrid,0.0382,Operational,ERIS,300.18,0,300.18
256,256,1/14/09,PacifiCorp,PAC,,,N,43.6279,-112.2707,N,,12.47,Facility,9/3/09,2009,N,N,Biogas,1.696,Operational,NRIS,270.8,439.47,710.27
251,251,11/20/08,PacifiCorp,PAC,,,N,,,,,12,Fast Track,1/22/09,2009,N,N,Geothermal,0.28,Operational,NRIS,27.85,0,27.85
248,248,11/14/08,PacifiCorp,PAC,OR,Deschutes,N,44.1424,-121.27,Y,Tumalo,69,Facility,11/3/09,2009,N,Y,Hydro,5,Operational,NRIS,150.96,7.49,158.45
220,220,5/12/08,PacifiCorp,PAC,WY,Converse,N,42.8828,-105.9491,Y,Casper-Windstar,230,Facility,4/16/09,2009,N,N,Wind,99,Operational,ERIS,2.46,22.32,24.79
203,203,2/26/08,PacifiCorp,PAC,,,N,42.1558,-106.2749,Y,Miners-Difficulty,230,Facility,1/22/09,2009,N,N,Wind,99,Operational,ERIS,13.44,153.09,166.53
171,171,11/8/07,PacifiCorp,PAC,WY,Natrona,N,42.879,-106.2821,Y,Casper-Platte Junction,69,Facility,1/16/09,2009,N,Y,Wind,19.5,Operational,NRIS,160.64,11.36,172
272,272,5/14/09,PacifiCorp,PAC,,,N,42.1799,-106.2295,N,,230,System Impact,10/15/09,2009,N,N,Wind,12,Operational,ERIS,0,1.27,1.27
299,299,10/13/09,PacifiCorp,PAC,OR,Klamath,N,42.1759306,-121.698,N,,12,Facility,7/23/10,2010,N,N,Hydro,1,Operational,NRIS,303.25,0,303.25
352,352,9/15/10,PacifiCorp,PAC,OR,Clatsop,N,46.1604,-123.6234,N,,12.47,Fast Track,12/7/10,2010,N,N,Hydro,0.032,Operational,NRIS,1208.43,0,1208.43
296,296,10/5/09,PacifiCorp,PAC,OR,Multnomah,N,45.5555,-122.6478,N,Circuit 5P395,12,Facility,4/12/10,2010,N,N,Hydro,0.03,Operational,NRIS,3076.46,0,3076.46
"323-A, 323-B",,,PacifiCorp,PAC,ID,Power,N,42.7225,-112.7617,Y,Brady-Treasureton,230,Facility,11/9/10,2010,N,N,Wind,43.2,Operational,NRIS,314.77,62.73,377.49
306-A,306-A,12/3/09,PacifiCorp,PAC,WY,Converse,N,42.5118575,-105.6577222,Y,Dave Johnston - Difficulty ,230,Facility,10/14/10,2010,N,N,Wind,48.3,Operational,NRIS,38.37,15.79,54.17
313,313,12/22/09,PacifiCorp,PAC,UT,Beaver,N,38.56095,-112.58083,Y,Cameron-Sigurd,138,Facility,10/8/10,2010,N,N,Geothermal,25,Operational,ERIS,151.05,371.77,522.83
301,301,10/27/09,PacifiCorp,PAC,UT,Utah,N,40.3324,-111.7556,Y,Camp Williams - Hunter/Emergy,345,Facility,9/16/10,2010,N,N,Gas,636,Operational,ERIS,7.27,48.63,55.9
303,303,11/13/09,PacifiCorp,PAC,OR,Marion,N,44.8101,-122.7915,N,,20.8,Facility,6/25/10,2010,N,Y,Biogas,0.165,Operational,NRIS,765.34,0,765.34
360,360,11/11/10,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,,34.5,Facility,4/8/11,2011,N,N,Biogas,3.2,Operational,NRIS,455.56,4.63,460.19
335,335,6/1/10,PacifiCorp,PAC,WY,Converse,N,42.7791361,-105.8963333,N,,230,Facility,3/11/11,2011,N,N,Wind,49.5,Operational,NRIS,6.49,0,6.49
341,341,6/10/10,PacifiCorp,PAC,ID,Bonneville,N,39.9419,-111.9008,N,,161,Facility,3/10/11,2011,N,N,Wind,120,Operational,NRIS,3.42,0.62,4.03
389-A,389-A,5/20/11,PacifiCorp,PAC,OR,Lake ,N,42.1891,-120.3658,N,,12,Facility,11/9/11,2011,N,N,Solar,2,Operational,ERIS,586.82,0,586.82
396,396,8/4/11,PacifiCorp,PAC,UT,Salt Lake,N,40.5646,-112.0282,N,,12.5,Fast Track,9/16/11,2011,N,N,Solar,0.585398,Operational,NRIS,213.63,0,213.63
324,324,3/8/10,PacifiCorp,PAC, UT,Iron,N,37.8832,-112.9096,N,,138,Facility,1/14/11,2011,N,N,Solar,40,Operational,NRIS,11.91,35.93,47.84
365,365,12/20/10,PacifiCorp,PAC,WY,Carbon,N,41.7452,-107.207,N,,34.5,Fast Track,2/16/11,2011,N,N,Wind,0.1,Operational,NRIS,187.96,0,187.96
348,348,8/9/10,PacifiCorp,PAC,UT,Salt Lake,N,40.5804,-111.8149,N,,24.9,Facility,4/21/11,2011,N,N,Hydro,0.261,Operational,NRIS,170.12,0,170.12
363,363,12/13/10,PacifiCorp,PAC,WY,Park,N,44.3887,-108.9871,N,,24.9,Fast Track,2/17/11,2011,N,N,Wind,0.1,Operational,NRIS,222,0,222
333,333,5/17/10,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,,24.9,Facility,3/1/11,2011,N,N,Biomass,2.8,Operational,ERIS,121.57,303.4,424.97
366,366,12/22/10,PacifiCorp,PAC,OR,Douglas ,N,43.1766,-123.3722,N,,20.8,Facility,5/25/11,2011,N,N,Gas,1.6,Operational,NRIS,602.18,62.9,665.08
364,364,12/15/10,PacifiCorp,PAC,OR,Lane,N,43.7988,-123.0401,N,,,Facility,6/14/11,2011,N,N,Hydro,6.51,Operational,NRIS,238.67,4.62,243.28
368,368,1/18/11,PacifiCorp,PAC,OR,Douglas,N,43.4157,-123.3457,N,,20.8,System Impact,3/23/11,2011,N,N,Biogas,1.6,Withdrawn,NRIS,919.92,0,919.92
370,370,2/14/11,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,,34.5,System Impact,4/12/11,2011,N,N,Biogas,4.8,Withdrawn,NRIS,303.71,3.08,306.79
373,373,2/28/11,PacifiCorp,PAC,OR,Klamath,N,,,N,,13.8,Facility,10/25/11,2011,N,N,Solar,5,Withdrawn,NRIS,90.28,4.74,95.02
374,374,2/28/11,PacifiCorp,PAC,OR,Klamath,N,42.1737,-121.6203,Y,Klamath Falls-Fish Hole,69,Facility,8/17/11,2011,N,N,Geothermal,8,Withdrawn,NRIS,549.64,14.06,563.7
376,376,3/4/11,PacifiCorp,PAC,OR,Crook,N,44.2649,-120.8228,Y,,12.47,System Impact,8/15/11,2011,N,N,Solar,10,Withdrawn,NRIS,365.12,2.96,368.08
377,377,3/9/11,PacifiCorp,PAC,,,N,,,Y,,138,Facility,12/9/11,2011,N,N,Gas,269.4,Withdrawn,NRIS,12.36,28.7,41.07
383,383,3/31/11,PacifiCorp,PAC,OR,Umatilla,N,45.907,-119.2429,Y,Hat Rock Tap,230,Feasibility,7/1/11,2011,N,N,Wind,200,Withdrawn,NRIS,155.4,962.01,1117.41
385,385,4/13/11,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,,12.47,System Impact,7/25/11,2011,N,N,Solar,2.75,Withdrawn,NRIS,313.76,0,313.76
386,386,4/15/11,PacifiCorp,PAC,OR,Polk,N,44.8515,-123.201,N,,20.8,System Impact,7/27/11,2011,N,N,Biogas,1.64,Withdrawn,NRIS,444.9,0,444.9
392,392,6/28/11,PacifiCorp,PAC,OR,Lake,N,42.1891,-120.3658,N,,12,Facility,1/26/11,2011,N,N,Solar,2,Withdrawn,ERIS,435.86,3.7,439.56
394,394,7/5/11,PacifiCorp,PAC,OR,Linn,N,44.6672,-123.07284,Y,Conser Tap-Fry,115,Feasibility,10/6/11,2011,N,N,Other,50,Withdrawn,NRIS,106.56,1.18,107.74
398-A,398-A,8/26/11,PacifiCorp,PAC,ID,Bonneville,N,43.5344,-112.2229,Y,,161,Feasibility,12/23/11,2011,N,N,Wind,192,Withdrawn,NRIS,7.71,648.89,656.6
413,413,2/24/12,PacifiCorp,PAC,OR,Jefferson,N,44.507455,-121.252987,N,5D5,12.5,Facility,8/24/12,2012,N,N,Hydro,0.3,Operational,NRIS,813.16,0,813.16
414,414,3/8/12,PacifiCorp,PAC,OR,Klamath,N,42.2495,-121.801,N,,12,Facility,11/13/12,2012,N,Y,Geothermal,1.75,Operational,NRIS,156.92,0,156.92
372,372,2/25/11,PacifiCorp,PAC,OR,Jefferson,N,44.5206,-121.1075,Y,5D5,12.47,Facility,6/12/12,2012,N,N,Hydro,2.99,Operational,NRIS,532.58,185.14,717.73
384,384,3/30/11,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,,138,Facility,3/16/12,2012,N,N,Wind,60,Operational,NRIS,70.23,1.99,72.21
415,415,3/12/12,PacifiCorp,PAC,UT,Beaver,N,38.2841,-113.0294,N,,25,System Impact,5/1/12,2012,N,N,Geothermal,11,Operational,ERIS,2.11,0,2.11
375,375,3/4/11,PacifiCorp,PAC,WY,Carbon,N,42.37045,-106.56648,N,,230,Facility,4/9/12,2012,N,N,Wind,234.6,Withdrawn,ERIS,7.42,15.41,22.83
393,393,7/5/11,PacifiCorp,PAC, OR,Lake,N,42.1891,-120.3658,N,,115,Facility,10/16/12,2012,N,N,Geothermal,19.5,Withdrawn,ERIS,95.52,941.06,1036.58
395,395,7/27/11,PacifiCorp,PAC,OR,Deschutes,N,44.0776,-121.3656,N,,12.47,Facility,1/1/12,2012,N,N,Hydro,1.6,Withdrawn,NRIS,581.18,0,581.18
401,401,9/6/11,PacifiCorp,PAC,OR,Multnomah ,N,45.5631,-122.5998,N,,12.5,System Impact,4/1/12,2012,N,N,Biogas,8.556,Withdrawn,NRIS,97.98,43.98,141.97
404,404,11/7/11,PacifiCorp,PAC,UT,Sanpete,N,39.5218,-111.5897,Y,,46,System Impact,4/1/12,2012,N,N,Biogas,11.8,Withdrawn,NRIS,385.4,64.03,449.43
406,406,1/9/12,PacifiCorp,PAC,UT,Emery,N,39.2668,-110.3396,Y,Carbon-Moab,138,Feasibility,4/13/12,2012,N,N,Gas,65,Withdrawn,NRIS,17.88,201.18,219.06
407,407,1/17/12,PacifiCorp,PAC,WY,Sweetwater,N,,,Y,Raven-Rack Springs,230,Facility,10/2/12,2012,N,N,Wind,79.8,Withdrawn,NRIS,20.57,168.78,189.36
411,411,2/16/12,PacifiCorp,PAC,OR,Umatilla,N,45.8845,-118.4021,Y,Weston-Combine Hills,69,Facility,11/15/12,2012,N,N,Wind,98.4,Withdrawn,ERIS,33.81,9.61,43.43
412,412,2/17/12,PacifiCorp,PAC,ID,Caribou,N,42.5146,-111.7937,N,,12.47,Fast Track,5/1/12,2012,N,N,Hydro,0.1,Withdrawn,NRIS,900.83,0,900.83
417,417,3/19/12,PacifiCorp,PAC,UT,Sanpete,N,39.2684,-111.6464,Y,Nebo-Gunnison,46,System Impact,8/9/12,2012,N,N,Hydro,1.36,Withdrawn,NRIS,2278.77,673.06,2951.83
433,433,8/27/12,PacifiCorp,PAC,OR,Jefferson,N,44.7653,-121.2345,N,,20.8,System Impact,11/5/12,2012,N,N,Biomass,9,Withdrawn,ERIS,55.37,2.42,57.79
449,449,12/5/12,PacifiCorp,PAC,CA,Siskiyou,N,41.832,-122.0047,N,,12,Fast Track,12/27/12,2012,N,N,Hydro,0.1,Withdrawn,NRIS,1166.71,0,1166.71
443,443,10/16/12,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,,115,System Impact,3/13/13,2013,N,N,Solar,34.56,Active,ERIS,20.46,58.91,79.37
491,491,3/19/13,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,,12.47,Facility,12/10/13,2013,N,N,Solar,2.2,Operational,NRIS,1535.91,0,1535.91
497,497,6/13/13,PacifiCorp,PAC,CA,Siskiyou,N,41.97627,-122.361,N,,,Fast Track,7/16/13,2013,N,N,Hydro,0.037,Operational,NRIS,420.87,0,420.87
489,489,3/19/13,PacifiCorp,PAC,UT,Iron,N,37.7561,-113.0466,N,,12.5,Facility,12/10/13,2013,N,N,Solar,3,Operational,NRIS,579.55,0,579.55
475,475,3/8/13,PacifiCorp,PAC,UT,Iron,N,37.5108,-113.6591,N,,12.47,Facility,12/10/13,2013,N,N,Solar,3,Operational,NRIS,388.44,52.81,441.26
442,442,10/11/12,PacifiCorp,PAC,ID,Madison,N,43.8171,-111.7862,N,,12.47,Facility,5/21/13,2013,N,N,Gas,5.6,Operational,NRIS,154.27,0,154.27
"438, 439",,,PacifiCorp,PAC,UT,Tooele,N,40.5141,-112.3266,Y,Tooele Ordinance Tap,12.47,Facility,10/17/13,2013,N,N,Solar Hybrid,3.25,Operational,NRIS,649.08,0,649.08
454,454,1/10/13,PacifiCorp,PAC,UT,Iron,N,37.7543,-113.0301,Y,,34.5,Facility,7/2/13,2013,N,N,Solar,3,Operational,NRIS,1718.31,316.63,2034.94
488,488,3/19/13,PacifiCorp,PAC,UT,Beaver,N,37.88279535,-112.902113,N,,34.5,Facility,12/10/13,2013,N,N,Solar,3,Operational,NRIS,926.32,0,926.32
450,450,12/21/12,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,,46,Facility,11/26/13,2013,N,N,Solar,50,Operational,NRIS,40,5.43,45.43
437,437,9/17/12,PacifiCorp,PAC,ID,Franklin,N,42.0906,-111.8666,N,,12.47,Facility,4/26/13,2013,N,N,Hydro,0.5,Operational,NRIS,272.01,0,272.01
493,493,3/19/13,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,,12.47,Facility,12/10/13,2013,N,N,Solar,3,Operational,NRIS,363.92,0,363.92
492,492,3/19/13,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,,12.47,Facility,12/10/13,2013,N,N,Solar,3,Operational,NRIS,351.54,0,351.54
459,459,1/18/13,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,,12.5,Facility,7/2/13,2013,N,N,Solar,3,Operational,NRIS,670.03,150.1,820.13
432,432,8/9/12,PacifiCorp,PAC,UT,Salt Lake,N,40.6107,-111.9392,N,,138,Facility,1/11/13,2013,N,N,Storage,6.3,Operational,NRIS,54.65,18.82,73.47
473,473,2/28/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,Facility,8/28/13,2013,N,N,Solar,3,Operational,NRIS,297.68,10.48,308.16
472,472,2/28/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,Facility,8/28/13,2013,N,N,Solar,3,Operational,NRIS,379.87,10.48,390.35
471,471,2/28/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,Facility,8/28/13,2013,N,N,Solar,3,Operational,NRIS,1029.76,160.67,1190.43
464,464,2/11/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,System Impact,5/9/13,2013,N,N,Solar,3,Operational,NRIS,328.3,0,328.3
455,455,1/10/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,Facility,7/2/13,2013,N,N,Solar,3,Operational,NRIS,175.77,0,175.77
422,422,3/29/12,PacifiCorp,PAC,WA,Yakima,N,46.3919,-120.3044,N,,12.5,Facility,2/22/13,2013,N,Y,Solar,5,Withdrawn,NRIS,211.69,0,211.69
425,425,6/1/12,PacifiCorp,PAC,WY,Sublette,N,42.242,-110.1558,N,,230,Facility,5/31/13,2013,N,N,Gas,153.1,Withdrawn,NRIS,28.46,33.13,61.59
426,426,6/26/12,PacifiCorp,PAC,UT,San Juan,N,38.0241,-109.3164,Y,Moab-Pinto,138,Facility,12/31/13,2013,N,N,Wind,79.9,Withdrawn,NRIS,110.41,19.76,130.17
427,427,7/18/12,PacifiCorp,PAC,WY,Sweetwater,N,41.5367,-109.2727,N,,230,Facility,4/19/13,2013,N,N,Wind,80,Withdrawn,NRIS,67.86,4.55,72.41
429,429,7/20/12,PacifiCorp,PAC,OR,Klamath,N,42.1737,-121.6203,Y,Klamath Falls-Fishhole,69,Facility,8/20/13,2013,N,N,Geothermal,10,Withdrawn,NRIS,318.63,9.6,328.23
430,430,7/19/12,PacifiCorp,PAC,OR,Klamath,N,42.0637,-121.41862,Y,Klamath-Malin,69,Facility,1/23/13,2013,N,N,Geothermal,12,Withdrawn,ERIS,323.05,31.79,354.84
431,431,7/19/12,PacifiCorp,PAC,CA,Siskiyou,N,41.9086,-121.761,Y,Dorris-Tunnel,69,Facility,1/23/13,2013,N,N,Geothermal,12,Withdrawn,ERIS,341.2,33.1,374.3
436,436,9/4/12,PacifiCorp,PAC,UT,Iron,N,37.6392,-113.5966,Y,Enterprise-West Cedar,138,Feasibility,1/4/13,2013,N,N,Solar,50,Withdrawn,NRIS,22.86,228.58,251.44
440,440,10/4/12,PacifiCorp,PAC,WY,Carbon,N,42.3536,-106.56648,Y,,230,Feasibility,1/11/13,2013,N,N,Wind,80,Withdrawn,NRIS,12.95,1223.98,1236.92
441,441,10/9/12,PacifiCorp,PAC,OR,Umatilla,N,45.9004,-119.1589,Y,,230,Feasibility,2/12/13,2013,N,N,Wind,98.9,Withdrawn,NRIS,11.56,2127.05,2138.61
445,445,11/19/12,PacifiCorp,PAC,OR,Klamath,N,42.04668,-121.8679,N,Line 4,69,System Impact,4/8/13,2013,N,N,Geothermal,12,Withdrawn,NRIS,414.48,18.81,433.29
451,451,1/2/13,PacifiCorp,PAC,UT,Iron,N,37.6858,-113.084,N,,12.5,Facility,7/25/13,2013,N,N,Solar,2.97,Withdrawn,NRIS,1058.34,0,1058.34
453,453,1/7/13,PacifiCorp,PAC,ID,Franklin,N,42.184,-111.9799,N,,12.5,Facility,10/16/13,2013,N,N,Biogas,1.6,Withdrawn,NRIS,799.14,190.54,989.68
456,456,1/10/13,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,,12.5,Facility,7/22/13,2013,N,N,Solar,2.1,Withdrawn,NRIS,695.67,0,695.67
457,457,1/10/13,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,,12.5,Facility,7/22/13,2013,N,N,Solar,2.1,Withdrawn,NRIS,1207.74,0,1207.74
458,458,1/14/13,PacifiCorp,PAC,OR,Lake,N,42.1891,-120.3658,N,,12,Facility,8/14/13,2013,N,Y,Solar,2.5,Withdrawn,NRIS,139.89,94.75,234.64
460,460,1/18/13,PacifiCorp,PAC,UT,Millard,N,39.2057,-113.1607,Y,Black Rock-Osceola,230,Facility,11/27/13,2013,N,N,Wind,159.8,Withdrawn,NRIS,115.1,4.43,119.53
463,463,2/11/13,PacifiCorp,PAC,UT,Iron,N,37.7561,-113.0466,N,,12.5,Facility,9/10/13,2013,N,N,Solar,2.97,Withdrawn,NRIS,1023.47,0,1023.47
466,466,2/11/13,PacifiCorp,PAC,UT,Iron,N,37.4851,-113.2214,N,,69,Feasibility,5/2/13,2013,N,N,Solar,25.6,Withdrawn,NRIS,135.89,7.81,143.7
468,468,2/11/13,PacifiCorp,PAC,UT,Duchesne,N,40.2544,-110.1438,N,,138,Feasibility,5/2/13,2013,N,N,Solar,40,Withdrawn,NRIS,15.54,751.46,767
470,470,2/22/13,PacifiCorp,PAC,UT,Tooele,N,,-112.370417,Y,Tooele-Dugway,46,System Impact,7/31/13,2013,N,N,Wind,78.2,Withdrawn,NRIS,58.46,52.71,111.17
474,474,3/1/13,PacifiCorp,PAC,UT,Washington,N,37.6118,-113.6605,N,,138,Feasibility,10/7/13,2013,N,N,Wind,79.86,Withdrawn,NRIS,156.08,0.72,156.8
487,487,3/15/13,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,,12.5,System Impact,7/2/13,2013,N,N,Solar,3,Withdrawn,NRIS,1283.05,501.69,1784.74
495,495,4/10/13,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,,12.47,Facility,10/15/13,2013,N,N,Solar,4.8,Withdrawn,NRIS,74.38,34.58,108.96
498,498,6/11/13,PacifiCorp,PAC,WY,Sweetwater,N,41.6662,-109.7129,N,,230,Feasibility,9/27/13,2013,N,N,Other,300,Withdrawn,NRIS,6.19,410.97,417.16
499,499,6/18/13,PacifiCorp,PAC,OR,Klamath,N,42.4029917,-121.0461139,N,,12,System Impact,8/13/13,2013,N,N,Solar,4.5,Withdrawn,NRIS,114.8,200.71,315.5
501,501,6/12/13,PacifiCorp,PAC,OR,Klamath,N,42.1678,-121.8225,N,,69,Feasibility,11/6/13,2013,N,N,Solar,5,Withdrawn,NRIS,182.86,0,182.86
507,507,8/1/13,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,,138,Feasibility,10/18/13,2013,N,N,Solar,50.4,Withdrawn,NRIS,18.42,143.15,161.57
529,529,10/22/13,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,,34.5,System Impact,2/7/13,2013,N,N,Solar,3,Withdrawn,NRIS,145.48,0,145.48
573,573,5/28/14,PacifiCorp,PAC,OR,Klamath,N,42.4029917,-121.0461139,N,,12,Facility,10/30/14,2014,N,N,Solar,5,Operational,ERIS,160.3,373.43,533.73
555,555,3/13/14,PacifiCorp,PAC,OR,Jefferson,N,44.665,-121.129,N,,12.47,Facility,12/1/14,2014,N,N,Solar,10,Operational,NRIS,174.12,0,174.12
556,556,3/13/14,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,,12.47,Facility,12/17/14,2014,N,N,Solar,10,Operational,NRIS,293.75,0,293.75
548,548,2/11/14,PacifiCorp,PAC,UT,Washington,N,37.34669,-113.7615,N,,34.5,Facility,8/7/14,2014,N,N,Other,7.5,Operational,ERIS,436.08,77.87,513.95
512,512,8/22/13,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,,12.5,Facility,1/16/14,2014,N,N,Solar,3,Operational,NRIS,406.93,0,406.93
502,502,6/27/13,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,,12.5,Facility,1/13/14,2014,N,N,Solar,2.97,Operational,NRIS,338.99,0,338.99
630,630,10/23/14,PacifiCorp,PAC,UT,Davis,N,41.06522,-111.98551,N,Angel-Smith,138,Fast Track,12/5/14,2014,N,N,Solar,0.9936,Operational,ERIS,23.46,0,23.46
560,560,4/1/14,PacifiCorp,PAC,UT,Salt Lake,N,40.6681,-111.9488,N,Meadowbrook-Taylorsville,138,Feasibility,6/4/14,2014,N,N,Solar,0.355,Operational,NRIS,142.4,0,142.4
551,551,2/27/14,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,Sigurd-Red Butte #2,345,Facility,10/16/14,2014,N,N,Solar,80,Operational,NRIS,25.8,0.53,26.33
516,516,9/13/13,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,Sigurd-Red Butte #2,345,Facility,7/25/14,2014,N,N,Solar,80,Operational,NRIS,5.09,0,5.09
515,515,9/13/13,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,Sigurd-Red Butte #2,345,Facility,7/25/14,2014,N,N,Solar,80,Operational,NRIS,208.17,18.17,226.34
514,514,9/13/13,PacifiCorp,PAC,UT,Iron,N,37.634334,-113.601542,Y,Enterprise Valley - West Cedar,138,Facility,7/25/14,2014,N,N,Solar,80,Operational,NRIS,118.92,13.08,131.99
"539-A, 539-B",,,PacifiCorp,PAC,UT,Iron,N,37.782652,-113.264307,Y,Three Peaks-West Cedar,138,Facility,9/16/14,2014,N,N,Solar,130.4,Operational,NRIS,20.41,70.91,91.31
532,532,11/7/13,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,,46,Facility,9/15/14,2014,N,N,Solar,50,Operational,NRIS,31.45,6.18,37.63
580,580,6/10/14,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,,12.47,Facility,4/7/14,2014,N,N,Solar,10,Operational,NRIS,150.81,0,150.81
572,572,5/16/14,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,,12.47,Facility,12/18/14,2014,N,N,Solar,10,Operational,NRIS,95.34,0,95.34
571,571,5/16/14,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,,12.47,Facility,12/15/14,2014,N,N,Solar,10,Operational,NRIS,88.88,0,88.88
581,581,6/18/14,PacifiCorp,PAC,OR,Klamath,N,42.1934,-121.766,N,,12,Feasibility,7/16/14,2014,N,N,Solar,0.83,Operational,NRIS,221.29,0,221.29
513,513,9/10/13,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,,138,Facility,8/29/14,2014,N,N,Solar,80,Operational,NRIS,87.06,0.7,87.76
563,563,4/8/14,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,,138,Feasibility,6/4/14,2014,N,N,Solar,0.0276,Operational,NRIS,1628.04,0,1628.04
562,562,4/8/14,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,,138,Feasibility,6/4/14,2014,N,N,Solar,0.0828,Operational,NRIS,542.68,0,542.68
